miRNA,transcript,start,type,log_kd,note,p3.score
hsa-miR-124-3p,hsa_circ_0008136|chr5:14222890-14280545+|NM_007118|TRIO,14921,7mer-a1,-3093,TDMD,6
hsa-miR-124-3p,hsa_circ_0008770|chr7:64527427-65219514+|NM_152626|ZNF92,404779,8mer,-6019,TDMD?,7
hsa-miR-124-3p,hsa_circ_0008959|chr2:36615114-36669878+|NM_016441|CRIM1,7361,7mer-a1,-2525,TDMD,8
hsa-miR-124-3p,hsa_circ_0009016|chr11:85195178-86757912+|NM_007173|PRSS23,1301271,7mer-m8,-4651,TDMD?,8
hsa-miR-124-3p,hsa_circ_0018082|chr10:31607423-31676195+|NM_001128128|ZEB1,30688,8mer,-5422,TDMD?,7
hsa-miR-124-3p,hsa_circ_0018083|chr10:31607841-31676195+|NM_001128128|ZEB1,30270,8mer,-5422,TDMD?,7
hsa-miR-124-3p,hsa_circ_0018084|chr10:31610063-31676195+|NM_001128128|ZEB1,28048,8mer,-5422,TDMD?,7
hsa-miR-124-3p,hsa_circ_0019977|chr10:106071898-106075822-|NM_033397|ITPRIP,3886,7mer-a1,-2554,TDMD?,6
hsa-miR-124-3p,hsa_circ_0019978|chr10:106071898-106098162-|NM_033397|ITPRIP,8825,7mer-a1,-2554,TDMD?,6
hsa-miR-124-3p,hsa_circ_0044732|chr17:55339475-55345894+|NM_170721|MSI2,6379,7mer-a1,-2959,TDMD,7
hsa-miR-124-3p,hsa_circ_0044733|chr17:55340848-55345894+|NM_170721|MSI2,5006,7mer-a1,-2959,TDMD,7
hsa-miR-124-3p,hsa_circ_0048665|chr19:4838345-4839548-|NM_005817|PLIN3,1167,7mer-a1,-3268,TDMD,8
hsa-miR-124-3p,hsa_circ_0048666|chr19:4838345-4844805-|NM_005817|PLIN3,1293,7mer-a1,-3268,TDMD,8
hsa-miR-124-3p,hsa_circ_0048667|chr19:4838345-4852313-|NM_005817|PLIN3,1779,7mer-a1,-3268,TDMD,8
hsa-miR-124-3p,hsa_circ_0048668|chr19:4838345-4861423-|NM_005817|PLIN3,2144,7mer-a1,-3268,TDMD,8
hsa-miR-124-3p,hsa_circ_0054436|chr2:45925083-46067690+|NM_005400|PRKCE,103351,8mer,-6584,TDMD?,7
hsa-miR-124-3p,hsa_circ_0055856|chr2:101437486-101554304+|NM_002518|NPAS2,3583,7mer-m8,-3990,TDMD,8
hsa-miR-124-3p,hsa_circ_0055857|chr2:101437486-101587536+|NM_002518|NPAS2,3583,7mer-m8,-3990,TDMD,8
hsa-miR-124-3p,hsa_circ_0066606|chr3:98298289-98312455-|NM_000097|CPOX,1567,8mer,-4882,TDMD,6
hsa-miR-124-3p,hsa_circ_0085047|chr8:99718694-99954873-|NM_006281|STK3,13334,7mer-a1,-3211,TDMD?,9
hsa-miR-124-3p,hsa_circ_0085301|chr8:105080739-105257285+|NM_001100117|RIMS2,135958,7mer-a1,-2769,TDMD?,6
hsa-miR-124-3p,hsa_circ_0088638|chr9:130165938-130167844+|NM_014580|SLC2A8,278,7mer-m8,-3524,TDMD,7
hsa-miR-124-3p,hsa_circ_0090441|chrX:47422307-47424538+|NM_001654|ARAF,401,7mer-a1,-2737,TDMD?,6
hsa-miR-124-3p,hsa_circ_0096744|chr11:92226999-92258114+|ENST00000298047.6|FAT3,7550,7mer-m8,-5137,TDMD?,7
hsa-miR-124-3p,hsa_circ_0097634|chr12:123007345-123010840-|NR_036435|RSRC2,3066,7mer-m8,-5233,TDMD?,6
hsa-miR-124-3p,hsa_circ_0098749|chr12:51252761-51294292-|ENST00000551456.1|TMPRSS12,2014,7mer-a1,-3177,TDMD,7
hsa-miR-124-3p,hsa_circ_0106212|chr17:13212904-13265186-|None|None,20597,7mer-m8,-3346,TDMD,6
hsa-miR-124-3p,hsa_circ_0115209|chr20:39690033-39695149+|ENST00000361337.2|TOP1,1812,7mer-a1,-3141,TDMD?,8
hsa-miR-124-3p,hsa_circ_0116951|chr2:10759129-10794673-|NM_024894|NOL10,9006,7mer-a1,-3119,TDMD?,6
hsa-miR-124-3p,hsa_circ_0116952|chr2:10762141-10794673-|NM_024894|NOL10,9006,7mer-a1,-3119,TDMD?,6
hsa-miR-124-3p,hsa_circ_0116953|chr2:10762141-10808849-|NM_024894|NOL10,9448,7mer-a1,-3119,TDMD?,6
hsa-miR-124-3p,hsa_circ_0116954|chr2:10762141-10811816-|NM_024894|NOL10,9585,7mer-a1,-3119,TDMD?,6
hsa-miR-124-3p,hsa_circ_0116957|chr2:10773213-10794673-|NM_024894|NOL10,9006,7mer-a1,-3119,TDMD?,6
hsa-miR-124-3p,hsa_circ_0117425|chr2:140096823-140126054+|TCONS_00003012|TCONS_00003012,14067,7mer-a1,-2281,TDMD?,7
hsa-miR-124-3p,hsa_circ_0119879|chr2:36596250-36669878+|ENST00000280527.2|CRIM1,26225,7mer-a1,-2525,TDMD,8
hsa-miR-124-3p,hsa_circ_0119880|chr2:36605499-36691798+|ENST00000473403.1|CRIM1,16359,7mer-a1,-2525,TDMD,8
hsa-miR-124-3p,hsa_circ_0119881|chr2:36615114-36623930+|ENST00000280527.2|CRIM1,7361,7mer-a1,-2525,TDMD,8
hsa-miR-124-3p,hsa_circ_0121404|chr3:106219563-106298383-|ENST00000363740.1|Y_RNA,32056,7mer-a1,-2996,TDMD,6
hsa-miR-124-3p,hsa_circ_0123346|chr3:24331452-24378862-|NM_001252634|THRB,454,7mer-m8,-4934,TDMD?,7
hsa-miR-124-3p,hsa_circ_0127719|chr5:11842942-11858030-|ENST00000304623.8|CTNND2,7709,7mer-m8,-4772,TDMD?,6
hsa-miR-124-3p,hsa_circ_0129419|chr5:66084497-66118726+|ENST00000404260.3|MAST4,21540,7mer-a1,-2580,TDMD,6
hsa-miR-124-3p,hsa_circ_0130001|chr5:91843054-91865979-|ENST00000512210.1|RP11-133F8.2,3438,7mer-a1,-2998,TDMD,6
hsa-miR-124-3p,hsa_circ_0133609|chr7:14434098-14491135+|ENST00000403951.2|DGKB,38255,8mer,-5586,TDMD,7
hsa-miR-124-3p,hsa_circ_0138030|chr9:130162185-130170562+|ENST00000373371.3|SLC2A8,575,7mer-m8,-3524,TDMD,7
hsa-miR-124-3p,hsa_circ_0138789|chr9:4490569-4561520-|NM_004170|SLC1A1,51164,7mer-m8,-4421,TDMD?,7
hsa-miR-124-3p,hsa_circ_0138904|chr9:71679853-71714977+|NM_181425|FXN,22125,7mer-m8,-3972,TDMD?,7
hsa-miR-1247-5p,hsa_circ_0000501|chr13:103504467-103528264+|NM_001204425|BIVM-ERCC5,1141,7mer-a1,-2281,TDMD,8
hsa-miR-1247-5p,hsa_circ_0003096|chr16:29458122-30306012-|NR_002453|LOC595101,465132,7mer-m8,-2625,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0005717|chr20:49218608-49219181-|NM_080829|FAM65C,444,7mer-m8,-2538,TDMD?,8
hsa-miR-1247-5p,hsa_circ_0007319|chr7:5097409-6771528+|TCONS_l2_00025633|TCONS_l2_00025633,14779,8mer,-4069,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0007742|chr16:29566312-30299882-|TCONS_l2_00010452|TCONS_l2_00010452,481958,7mer-m8,-2625,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0021793|chr11:44097075-44135851+|NM_032592|ACCS,13743,7mer-m8,-3106,TDMD?,7
hsa-miR-1247-5p,hsa_circ_0025262|chr12:6965468-6975795+|NM_001098536|USP5,2336,7mer-m8,-3075,TDMD,9
hsa-miR-1247-5p,hsa_circ_0025263|chr12:6965870-6975795+|NM_001098536|USP5,2190,7mer-m8,-3075,TDMD,9
hsa-miR-1247-5p,hsa_circ_0025270|chr12:6972349-6975795+|NM_001098536|USP5,1012,7mer-m8,-3075,TDMD,9
hsa-miR-1247-5p,hsa_circ_0025271|chr12:6972993-6975795+|NM_001098536|USP5,820,7mer-m8,-3075,TDMD,9
hsa-miR-1247-5p,hsa_circ_0030821|chr13:103459495-103518261+|NM_001204425|BIVM-ERCC5,2713,7mer-a1,-2281,TDMD,8
hsa-miR-1247-5p,hsa_circ_0030824|chr13:103486815-103518261+|NM_001204425|BIVM-ERCC5,1557,7mer-a1,-2281,TDMD,8
hsa-miR-1247-5p,hsa_circ_0038910|chr16:29557486-30204776-|NM_001031827|BOLA2,387541,7mer-m8,-2625,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0045955|chr17:76987797-76993726-|NM_001159772|CANT1,570,7mer-m8,-2341,TDMD,6
hsa-miR-1247-5p,hsa_circ_0045956|chr17:76987797-76994368-|NM_001159772|CANT1,833,7mer-m8,-2341,TDMD,6
hsa-miR-1247-5p,hsa_circ_0045959|chr17:76987801-76993726-|NM_001159772|CANT1,570,7mer-m8,-2341,TDMD,6
hsa-miR-1247-5p,hsa_circ_0045960|chr17:76987801-77005899-|NM_138793|CANT1,1043,7mer-m8,-2341,TDMD,6
hsa-miR-1247-5p,hsa_circ_0045961|chr17:76991099-76994045-|NM_138793|CANT1,889,7mer-m8,-2341,TDMD,6
hsa-miR-1247-5p,hsa_circ_0065399|chr3:48601505-48622202-|NM_000094|COL7A1,1545,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0065400|chr3:48601505-48623289-|NM_000094|COL7A1,1797,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0065401|chr3:48601505-48628249-|NM_000094|COL7A1,3920,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0065402|chr3:48602541-48624541-|NM_000094|COL7A1,2417,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0065403|chr3:48602842-48626428-|NM_000094|COL7A1,3242,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0065404|chr3:48602842-48630132-|NM_000094|COL7A1,4710,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0065407|chr3:48606216-48624769-|NM_000094|COL7A1,2564,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0065408|chr3:48608071-48631981-|NM_000094|COL7A1,5471,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0065411|chr3:48610103-48631129-|NM_000094|COL7A1,5290,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0065412|chr3:48610294-48617777-|NM_000094|COL7A1,504,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0065413|chr3:48610606-48616710-|NM_000094|COL7A1,249,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0065414|chr3:48610748-48626903-|NM_000094|COL7A1,3386,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0065415|chr3:48611122-48623052-|NM_000094|COL7A1,1725,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0065416|chr3:48613832-48624769-|NM_000094|COL7A1,2564,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0065417|chr3:48613954-48614460-|NM_000094|COL7A1,24,7mer-a1,-2650,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0082730|chr7:140396480-140404763+|NM_004546|NDUFB2,51,8mer,-2779,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0082731|chr7:140396480-140406446+|NM_004546|NDUFB2,51,8mer,-2779,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0089789|chrX:1505044-1511039-|None|None,284,8mer,-2824,TDMD?,9
hsa-miR-1247-5p,hsa_circ_0107574|chr17:66422215-66486605-|NM_017983|WIPI1,32871,7mer-m8,-1625,TDMD,9
hsa-miR-1247-5p,hsa_circ_0107953|chr18:13387339-13484118+|NM_181481|C18orf1,24557,7mer-m8,-1856,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0107957|chr18:13438242-13465110+|NM_181481|C18orf1,24135,7mer-m8,-1856,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0107958|chr18:13438242-13473173+|NM_181481|C18orf1,24135,7mer-m8,-1856,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0107959|chr18:13438242-13484118+|NM_181481|C18orf1,24135,7mer-m8,-1856,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0107960|chr18:13438242-13486243+|NM_181481|C18orf1,24135,7mer-m8,-1856,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0108496|chr18:44342112-44401035-|ENST00000585916.1|PIAS2,42949,8mer,-3866,TDMD?,6
hsa-miR-1247-5p,hsa_circ_0115922|chr21:37652582-37706016+|ENST00000399151.3|DOPEY2,28090,7mer-m8,-2070,TDMD,8
hsa-miR-1247-5p,hsa_circ_0115923|chr21:37652582-37713844+|ENST00000399151.3|DOPEY2,28090,7mer-m8,-2070,TDMD,8
hsa-miR-1247-5p,hsa_circ_0121807|chr3:127754221-127806651-|TCONS_00006652|TCONS_00006652,4919,8mer,-2080,TDMD?,7
hsa-miR-1247-5p,hsa_circ_0121808|chr3:127762929-127806651-|TCONS_00006652|TCONS_00006652,4919,8mer,-2080,TDMD?,7
hsa-miR-1247-5p,hsa_circ_0131312|chr6:168227749-168227890-|ENST00000366806.2|MLLT4,122,7mer-m8,-2166,TDMD,6
hsa-miR-1247-5p,hsa_circ_0131624|chr6:3155858-3177876-|NM_001069|TUBB2A,14412,7mer-m8,-1763,TDMD,6
hsa-miR-1247-5p,hsa_circ_0131625|chr6:3157640-3226903-|NM_001069|TUBB2A,63439,7mer-m8,-1763,TDMD,6
hsa-miR-1251-5p,hsa_circ_0002133|chr10:126727565-126763412-|NM_001083914|CTBP2,24536,7mer-a1,-2711,TDMD,7
hsa-miR-1251-5p,hsa_circ_0002978|chr1:144598511-146395516+|NM_001039703|NBPF10,1329286,7mer-a1,-1860,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0003462|chr10:126727565-126776888-|NM_001083914|CTBP2,38012,7mer-a1,-2711,TDMD,7
hsa-miR-1251-5p,hsa_circ_0003953|chr1:145897084-147442191+|NM_001097616|GPR89C,69722,7mer-a1,-1860,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0004784|chr1:144598511-146400302+|NM_001039703|NBPF10,1329286,7mer-a1,-1860,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0005833|chr9:37126308-37247127+|NM_032226|ZCCHC7,85189,7mer-a1,-2498,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0006643|chr1:144598511-146406601+|NM_001039703|NBPF10,1329286,7mer-a1,-1860,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0007359|chr1:145916724-147460753+|NM_001097616|GPR89C,69430,7mer-a1,-1860,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0007636|chr1:145919046-147458431+|NM_004326|BCL9,73368,7mer-a1,-1860,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0008442|chr1:145900489-147438786+|NM_004326|BCL9,91925,7mer-a1,-1860,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0008733|chr1:144598511-146387227+|NM_001039703|NBPF10,1329286,7mer-a1,-1860,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0028548|chr12:116396380-116413118-|NM_015335|MED13L,659,7mer-a1,-2429,TDMD?,7
hsa-miR-1251-5p,hsa_circ_0028549|chr12:116396380-116453079-|NM_015335|MED13L,5238,7mer-a1,-2429,TDMD?,7
hsa-miR-1251-5p,hsa_circ_0028550|chr12:116403886-116453079-|NM_015335|MED13L,5238,7mer-a1,-2429,TDMD?,7
hsa-miR-1251-5p,hsa_circ_0028551|chr12:116403886-116675510-|NM_015335|MED13L,6175,7mer-a1,-2429,TDMD?,7
hsa-miR-1251-5p,hsa_circ_0029911|chr13:32652970-32823824+|NM_023037|FRY,2858,7mer-a1,-2130,TDMD,8
hsa-miR-1251-5p,hsa_circ_0029916|chr13:32698931-32768434+|NM_023037|FRY,2293,7mer-a1,-2130,TDMD,8
hsa-miR-1251-5p,hsa_circ_0029917|chr13:32698931-32863880+|NM_023037|FRY,2293,7mer-a1,-2130,TDMD,8
hsa-miR-1251-5p,hsa_circ_0029918|chr13:32721975-32768434+|NM_023037|FRY,1645,7mer-a1,-2130,TDMD,8
hsa-miR-1251-5p,hsa_circ_0029919|chr13:32752980-32850699+|NM_023037|FRY,247,7mer-a1,-2130,TDMD,8
hsa-miR-1251-5p,hsa_circ_0036212|chr15:72559815-72582596-|NM_020214|PARP6,12786,7mer-m8,-2792,TDMD,6
hsa-miR-1251-5p,hsa_circ_0050564|chr19:35085571-35166604-|NR_045208|LOC100130342,1392,7mer-a1,-2554,TDMD,8
hsa-miR-1251-5p,hsa_circ_0078031|chr6:141940243-142231148-|None|None,32296,7mer-a1,-2484,TDMD,7
hsa-miR-1251-5p,hsa_circ_0087146|chr9:71581422-71606173+|NM_003558|PIP5K1B,10466,8mer,-4369,TDMD,6
hsa-miR-1251-5p,hsa_circ_0089784|chrX:1467323-1497657+|None|None,7786,8mer,-4607,TDMD,6
hsa-miR-1251-5p,hsa_circ_0090367|chrX:46857521-46920641+|NM_014735|PHF16,903,7mer-a1,-1461,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0090368|chrX:46884125-46914030+|NM_014735|PHF16,745,7mer-a1,-1461,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0090369|chrX:46898350-46920641+|NM_014735|PHF16,174,7mer-a1,-1461,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0092049|chrX:153656977-153664862+|NM_001183|ATP6AP1,418,7mer-a1,-1991,TDMD,9
hsa-miR-1251-5p,hsa_circ_0092050|chrX:153657393-153664862+|NM_001183|ATP6AP1,196,7mer-a1,-1991,TDMD,9
hsa-miR-1251-5p,hsa_circ_0092051|chrX:153660175-153664862+|NM_001183|ATP6AP1,69,7mer-a1,-1991,TDMD,9
hsa-miR-1251-5p,hsa_circ_0097459|chr12:116401211-116406902-|ENST00000281928.3|MED13L,180,7mer-a1,-2429,TDMD?,7
hsa-miR-1251-5p,hsa_circ_0097460|chr12:116403886-116413543-|ENST00000281928.3|MED13L,883,7mer-a1,-2429,TDMD?,7
hsa-miR-1251-5p,hsa_circ_0098458|chr12:3907824-3939184-|NM_020367|PARP11,3277,7mer-a1,-2521,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0098459|chr12:3907824-3973123-|ENST00000427057.2|PARP11,3278,7mer-a1,-2521,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0098467|chr12:3916053-3939184-|NM_020367|PARP11,3277,7mer-a1,-2521,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0098468|chr12:3916053-3973123-|ENST00000427057.2|PARP11,3278,7mer-a1,-2521,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0100958|chr13:80934690-81002984+|TCONS_00021859|TCONS_00021859,64171,7mer-a1,-1951,TDMD,6
hsa-miR-1251-5p,hsa_circ_0101853|chr14:45478115-45530033+|ENST00000361462.2|FAM179B,5747,7mer-m8,-3532,TDMD,6
hsa-miR-1251-5p,hsa_circ_0109446|chr19:34669126-34699956+|NM_001114093|LSM14A,80,8mer,-4069,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0130861|chr6:142150872-142231148-|None|None,32296,7mer-a1,-2484,TDMD,7
hsa-miR-1251-5p,hsa_circ_0133136|chr7:117874484-117964629+|ENST00000357099.4|ANKRD7,80258,7mer-m8,-3020,TDMD,6
hsa-miR-1251-5p,hsa_circ_0133609|chr7:14434098-14491135+|ENST00000403951.2|DGKB,43365,7mer-a1,-2686,TDMD?,6
hsa-miR-1251-5p,hsa_circ_0134842|chr7:81964450-82039927-|ENST00000356860.3|CACNA2D1,1025,7mer-a1,-1760,TDMD?,7
hsa-miR-1251-5p,hsa_circ_0134843|chr7:81964450-82051086-|ENST00000356860.3|CACNA2D1,12184,7mer-a1,-1760,TDMD?,7
hsa-miR-1251-5p,hsa_circ_0140698|chrX:90626793-90673870-|ENST00000456187.1|PABPC5-AS1,36355,7mer-m8,-4116,TDMD,6
hsa-miR-1269a,hsa_circ_0003163|chr1:222652709-224149975-|TCONS_l2_00001808|TCONS_l2_00001808,1184802,7mer-m8,-4140,TDMD?,8
hsa-miR-1269a,hsa_circ_0003329|chr5:132342450-132358598-|NM_017665|ZCCHC10,5753,7mer-a1,-2796,TDMD?,7
hsa-miR-1269a,hsa_circ_0003702|chr16:72984367-72994093-|NM_006885|ZFHX3,170,7mer-m8,-3718,TDMD,11
hsa-miR-1269a,hsa_circ_0004199|chr2:45903222-45928630+|NM_005400|PRKCE,15455,7mer-m8,-4540,TDMD,6
hsa-miR-1269a,hsa_circ_0007194|chr17:28934569-29351448+|NR_015341|LRRC37BP1,310,7mer-m8,-4205,TDMD?,7
hsa-miR-1269a,hsa_circ_0007319|chr7:5097409-6771528+|TCONS_l2_00025633|TCONS_l2_00025633,563246,8mer,-4394,TDMD?,6
hsa-miR-1269a,hsa_circ_0007963|chr16:72991325-72994093-|NM_006885|ZFHX3,170,7mer-m8,-3718,TDMD,11
hsa-miR-1269a,hsa_circ_0013800|chr1:142618798-143254004+|TCONS_l2_00000554|TCONS_l2_00000554,608419,8mer,-5126,TDMD?,6
hsa-miR-1269a,hsa_circ_0013810|chr1:143220633-143254004+|TCONS_00001137|TCONS_00001137,19695,8mer,-5126,TDMD?,6
hsa-miR-1269a,hsa_circ_0013811|chr1:143231293-143254004+|TCONS_00001137|TCONS_00001137,9035,8mer,-5126,TDMD?,6
hsa-miR-1269a,hsa_circ_0032941|chr14:91409421-91526478-|NM_004755|RPS6KA5,41384,8mer,-5397,TDMD?,8
hsa-miR-1269a,hsa_circ_0033689|chr14:106331299-106612493-|NR_002224|ADAM6,147830,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033721|chr14:106331776-106531831-|NR_002224|ADAM6,67168,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033722|chr14:106331776-106990827-|NR_002224|ADAM6,526164,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033735|chr14:106331808-106487095-|NR_002224|ADAM6,22432,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033736|chr14:106331808-106488281-|NR_002224|ADAM6,23618,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033737|chr14:106331808-106503843-|NR_002224|ADAM6,39180,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033738|chr14:106331808-106549143-|NR_002224|ADAM6,84480,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033739|chr14:106331808-106555390-|NR_002224|ADAM6,90727,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033740|chr14:106331808-106612454-|NR_002224|ADAM6,147791,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033741|chr14:106331808-106627205-|NR_002224|ADAM6,162542,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033742|chr14:106331808-106663857-|NR_002224|ADAM6,199194,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033743|chr14:106331808-106672514-|NR_002224|ADAM6,207851,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033744|chr14:106331808-106821343-|NR_002224|ADAM6,356680,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033745|chr14:106331808-106850358-|NR_002224|ADAM6,385695,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033746|chr14:106331808-106942037-|NR_002224|ADAM6,477374,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033747|chr14:106331808-107044087-|NR_002224|ADAM6,579424,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033748|chr14:106331808-107160706-|NR_002224|ADAM6,696043,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033750|chr14:106331833-106714674-|NR_002224|ADAM6,250011,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033762|chr14:106331852-106490160-|NR_002224|ADAM6,25497,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033763|chr14:106331852-106515573-|NR_002224|ADAM6,50910,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033764|chr14:106331852-106552151-|NR_002224|ADAM6,87488,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033765|chr14:106331852-106557142-|NR_002224|ADAM6,92479,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033766|chr14:106331852-106597724-|NR_002224|ADAM6,133061,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033767|chr14:106331852-106601707-|NR_002224|ADAM6,137044,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033768|chr14:106331852-106674356-|NR_002224|ADAM6,209693,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033769|chr14:106331852-106692424-|NR_002224|ADAM6,227761,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033831|chr14:106331860-106478894-|NR_002224|ADAM6,14231,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033832|chr14:106331860-106481494-|NR_002224|ADAM6,16831,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033833|chr14:106331860-106488103-|NR_002224|ADAM6,23440,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033834|chr14:106331860-106500346-|NR_002224|ADAM6,35683,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033835|chr14:106331860-106507109-|NR_002224|ADAM6,42446,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033836|chr14:106331860-106514145-|NR_002224|ADAM6,49482,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033837|chr14:106331860-106515421-|NR_002224|ADAM6,50758,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033838|chr14:106331860-106520866-|NR_002224|ADAM6,56203,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033839|chr14:106331860-106592796-|NR_002224|ADAM6,128133,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033840|chr14:106331860-106603575-|NR_002224|ADAM6,138912,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033841|chr14:106331860-106612289-|NR_002224|ADAM6,147626,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033842|chr14:106331860-106612454-|NR_002224|ADAM6,147791,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033843|chr14:106331860-106620808-|NR_002224|ADAM6,156145,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033844|chr14:106331860-106625022-|NR_002224|ADAM6,160359,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033845|chr14:106331860-106627375-|NR_002224|ADAM6,162712,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033846|chr14:106331860-106631455-|NR_002224|ADAM6,166792,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033847|chr14:106331860-106647113-|NR_002224|ADAM6,182450,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033848|chr14:106331860-106656672-|NR_002224|ADAM6,192009,7mer-a1,-3291,TDMD?,6
hsa-miR-1269a,hsa_circ_0033849|chr14:106331860-106658261-|NR_002224|ADAM6,193598,7mer-a1,-3291,TDMD?,6
