Chromosome;Start;End;Strand;Number of included exons;Exon sizes;Exon offsets (0 base);Junction reads;Gene symbol;Transcript id;Flanking introns
chr14;97026985;97029230;+;2;63,75;0,2170;4;PAPOLA;NM_032632;chr14:97022750-97026985|chr14:97029230-97031291
chr14;97299803;97327072;+;10;165,56,70,88,109,93,133,121,59,179;0,4295,12628,13790,19364,19607,21757,22663,23061,27090;51;VRK1;NM_003384;chr14:97263784-97299803|chr14:97327072-97342366
chr14;97312431;97327072;+;8;70,88,109,93,133,121,59,179;0,1162,6736,6979,9129,10035,10433,14462;1;VRK1;NM_003384;chr14:97304154-97312431|chr14:97327072-97342366
chr14;99697681;99724176;-;2;213,369;0,26126;1;BCL11B;uc001yga.3;chr14:99642532-99697681|chr14:99724176-99737497
chr14;99723807;99724173;-;1;366;0;6;BCL11B;uc031qqh.1;chr14:99697894-99723807|chr14:99724173-99737497
chr14;99723807;99724176;-;1;369;0;11;BCL11B;uc001yga.3;chr14:99697894-99723807|chr14:99724176-99737497
chr14;99924615;99932150;-;5;257,73,149,93,111;0,834,2913,5207,7424;85;SETD3;uc031qqj.1;chr14:99880271-99924615|chr14:99932150-99945075
chr15;100211527;100215663;+;3;132,220,60;0,3070,4076;3;MEF2A;NM_001130926;chr15:100185969-100211527|chr15:100215663-100230445
chr15;100214597;100215663;+;2;220,60;0,1006;1;MEF2A;NM_001130926;chr15:100211659-100214597|chr15:100215663-100230445
chr15;101775286;101775782;-;1;496;0;2;CHSY1;NM_014918;chr15:101719185-101775286|chr15:101775782-101791341
chr15;102241288;102242588;-;2;99,147;0,1153;2;TARSL2;NM_152334;chr15:102226265-102241288|chr15:102242588-102244061
chr15;102241288;102255166;-;7;99,147,79,65,118,122,124;0,1153,2773,4597,7707,10794,13754;6;TARSL2;NM_152334;chr15:102226265-102241288|chr15:102255166-102261328
chr15;102248995;102255166;-;3;118,122,124;0,3087,6047;1;TARSL2;NM_152334;chr15:102245950-102248995|chr15:102255166-102261328
chr15;20666444;20688770;-;5;151,104,171,176,115;0,1151,1639,5003,22211;1;HERC2P3;uc001ytg.3;chr15:20663700-20666444|chr15:20688770-20710643
chr15;20671447;20671623;-;1;176;0;4;HERC2P3;uc001ytg.3;chr15:20668254-20671447|chr15:20671623-20688655
chr15;22835915;22845876;+;6;54,109,97,80,136,115;0,147,4328,5123,6132,9846;1;TUBGCP5;NM_001102610;chr15:22833670-22835915|chr15:22845876-22846862
chr15;22850906;22872499;+;12;203,116,269,199,189,183,85,121,179,126,89,101;0,2827,4120,10830,12028,13280,15809,15989,16551,17934,19008,21492;1;TUBGCP5;NM_052903;chr15:22849121-22850906|chr15:22872499-22873201
chr15;22999338;23000243;+;2;239,148;0,757;1;CYFIP1;NM_014608;chr15:22998518-22999338|chr15:23000243-23002875
chr15;23338852;23339028;-;1;176;0;1;HERC2P2;NR_002824;chr15:23335658-23338852|chr15:23339028-23356105
chr15;25207260;25213229;+;2;96,151;0,5818;3;SNRPN;NM_022806;chr15:25165271-25207260|chr15:25213229-25219457
chr15;25207260;25219603;+;3;96,151,146;0,5818,12197;1;SNRPN;NM_022806;chr15:25165271-25207260|chr15:25219603-25220504
chr15;25320881;25321013;+;1;132;0;1;SNURF-SNRPN;uc001yxh.1;chr15:25319198-25320881|chr15:25321013-25322003
chr15;25326237;25336866;+;6;134,117,161,133,133,130;0,1498,2276,4099,6376,10499;1;SNURF-SNRPN;uc001yxm.1;chr15:25324142-25326237|chr15:25336866-25338980
chr15;25349005;25357041;+;8;112,131,117,129,106,206,161,130;0,2305,3613,4051,5139,5339,5696,7906;1;SNURF-SNRPN;uc001yxh.1;chr15:25344425-25349005|chr15:25357041-25360445
chr15;25511577;25516681;+;5;184,133,125,129,117;0,481,1898,3174,4987;1;SNURF-SNRPN;uc001zae.3;chr15:25497480-25511577|chr15:25516681-25522513
chr15;25511577;25524031;+;7;184,133,125,129,117,43,38;0,481,1898,3174,4987,10936,12416;2;SNURF-SNRPN;uc001zae.3;chr15:25497480-25511577|chr15:25524031-25618668
chr15;25599499;25605674;-;5;74,156,165,206,145;0,175,1539,2338,6030;1;UBE3A;NM_130838;chr15:25585375-25599499|chr15:25605674-25615712
chr15;25599499;25657118;-;11;74,156,165,206,145,1247,299,42,65,120,64;0,175,1539,2338,6030,16213,21112,51108,54267,54735,57555;4;UBE3A;NM_000462;chr15:25585375-25599499|chr15:25657118-25683635
chr15;25601837;25605674;-;2;206,145;0,3692;1;UBE3A;NM_130838;chr15:25601203-25601837|chr15:25605674-25615712
chr15;25615712;25650649;-;3;1247,299,42;0,4899,34895;1;UBE3A;uc001zar.3;chr15:25605674-25615712|chr15:25650649-25652213
chr15;25650607;25657118;-;4;42,65,120,64;0,3159,3627,6447;79;UBE3A;NM_000462;chr15:25620910-25650607|chr15:25657118-25683635
chr15;25653766;25654354;-;2;65,120;0,468;1;UBE3A;NM_000462;chr15:25650649-25653766|chr15:25654354-25657054
chr15;26825465;26828561;-;2;138,83;0,3013;4;GABRB3;uc021sgg.1;chr15:26812880-26825465|chr15:26828561-26866460
chr15;27125992;27128704;+;3;122,68,221;0,2320,2491;1;GABRA5;NM_000810;chr15:27114481-27125992|chr15:27128704-27159949
chr15;27571955;27574035;+;2;221,83;0,1997;5;GABRG3;NM_001270873;chr15:27271968-27571955|chr15:27574035-27725795
chr15;28090104;28096621;-;2;94,94;0,6423;1;OCA2;NM_000275;chr15:28000618-28090104|chr15:28096621-28116299
chr15;28386577;28441715;-;28;199,116,156,126,119,159,132,108,154,192,141,184,172,226,145,172,82,178,91,144,82,112,176,92,106,191,140,109;0,299,806,1395,2441,2645,3241,4805,11245,21662,26255,26975,28052,32963,34080,34996,35255,35518,35987,37455,37710,40969,45145,49533,49707,50529,54783,55029;1;HERC2;NM_004667;chr15:28380838-28386577|chr15:28441715-28443523
chr15;28491026;28493882;-;3;186,156,185;0,861,2671;4;HERC2;NM_004667;chr15:28483918-28491026|chr15:28493882-28499485
chr15;28491026;28508315;-;9;186,156,185,179,125,229,201,194,252;0,861,2671,8459,9991,10208,11180,14896,17037;1;HERC2;NM_004667;chr15:28483918-28491026|chr15:28508315-28510763
chr15;28493697;28508315;-;7;185,179,125,229,201,194,252;0,5788,7320,7537,8509,12225,14366;1;HERC2;NM_004667;chr15:28492043-28493697|chr15:28508315-28510763
chr15;28505922;28514582;-;6;194,252,114,158,152,189;0,2141,4841,5040,7688,8471;1;HERC2;NM_004667;chr15:28502407-28505922|chr15:28514582-28515840
chr15;29140665;29213952;+;2;90,110;0,73177;1;APBA2;uc010uat.2;chr15:29131424-29140665|chr15:29213952-29287955
chr15;30018582;30054641;-;13;101,211,83,96,185,220,109,151,106,140,148,169,104;0,402,1558,6054,6252,6715,7895,10885,14952,16263,34759,35221,35955;3;TJP1;uc010azl.3;chr15:30012912-30018582|chr15:30054641-30058468
chr15;30033534;30064369;-;7;106,140,148,169,104,277,103;0,1311,19807,20269,21003,24934,30732;1;TJP1;uc010azl.3;chr15:30029618-30033534|chr15:30064369-30065435
chr15;30053341;30065560;-;6;148,169,104,277,103,125;0,462,1196,5127,10925,12094;6;TJP1;uc010azl.3;chr15:30034985-30053341|chr15:30065560-30092848
chr15;30058468;30065560;-;3;277,103,125;0,5798,6967;2;TJP1;uc010azl.3;chr15:30054641-30058468|chr15:30065560-30092848
chr15;30058468;30092905;-;4;277,103,125,57;0,5798,6967,34380;1;TJP1;uc001zcq.3;chr15:30054641-30058468|chr15:30092905-30112729
chr15;30614561;30616492;+;3;325,86,143;0,856,1788;3;DKFZP434L187;uc001zds.2;chr15:30587986-30614561|chr15:30616492-30657702
chr15;31200320;31206294;+;3;141,202,234;0,2496,5740;1;FAN1;NM_014967;chr15:31198100-31200320|chr15:31206294-31210366
chr15;33991904;34042487;+;17;130,104,136,181,112,121,170,221,91,141,164,79,90,147,63,76,124;0,1273,7215,23011,24361,26682,29153,31770,36531,38746,40128,42662,46364,48410,48764,50275,50459;1;RYR3;NM_001036;chr15:33990197-33991904|chr15:34042487-34047265
chr15;34134064;34137263;+;3;172,87,201;0,1624,2998;1;RYR3;NM_001036;chr15:34133084-34134064|chr15:34137263-34140491
chr15;34437598;34446885;-;7;94,90,90,51,119,280,41;0,1363,1802,1982,3234,7392,9246;1;KATNBL1;NM_024713;chr15:34434572-34437598|chr15:34446885-34455760
chr15;34440832;34445270;-;2;119,280;0,4158;1;KATNBL1;NM_024713;chr15:34439631-34440832|chr15:34445270-34446844
chr15;34837058;34839183;-;3;96,49,48;0,520,2077;1;GOLGA8B;NR_027410;chr15:34829848-34837058|chr15:34839183-34843338
chr15;35155067;35159810;-;2;175,86;0,4657;2;AQR;NM_014691;chr15:35152356-35155067|chr15:35159810-35162952
chr15;35159724;35240585;-;28;86,171,172,188,72,138,210,136,110,111,70,147,242,170,168,179,142,121,103,104,114,117,65,77,101,69,141,121;0,3228,6304,7153,8411,14978,17001,19002,22691,26139,29373,30035,33098,36812,39021,42611,47514,50734,52808,59511,62734,64794,67047,71213,73375,74488,76764,80740;1;AQR;NM_014691;chr15:35155242-35159724|chr15:35240585-35245085
chr15;35174702;35178862;-;3;138,210,136;0,2023,4024;1;AQR;NM_014691;chr15:35168207-35174702|chr15:35178862-35182415
chr15;35174702;35182525;-;4;138,210,136,110;0,2023,4024,7713;1;AQR;NM_014691;chr15:35168207-35174702|chr15:35182525-35185863
chr15;35207238;35219339;-;4;142,121,103,104;0,3220,5294,11997;2;AQR;NM_014691;chr15:35202514-35207238|chr15:35219339-35222458
chr15;35210458;35212635;-;2;121,103;0,2074;1;AQR;NM_014691;chr15:35207380-35210458|chr15:35212635-35219235
chr15;35219235;35231014;-;5;104,114,117,65,77;0,3223,5283,7536,11702;1;AQR;NM_014691;chr15:35212635-35219235|chr15:35231014-35233099
chr15;35224518;35231014;-;3;117,65,77;0,2253,6419;2;AQR;NM_014691;chr15:35222572-35224518|chr15:35231014-35233099
chr15;36983885;37002162;+;5;80,50,68,66,106;0,441,5638,17538,18171;1;C15orf41;NM_001130010;chr15:36950106-36983885|chr15:37002162-37100524
chr15;37242524;37391800;-;9;77,146,115,150,51,51,142,233,145;0,86490,133447,143257,144203,145240,145965,147643,149131;1;MEIS2;NM_001220482;chr15:37188887-37242524|chr15:37391800-37393092
chr15;37329014;37390400;-;7;146,115,150,51,51,119,233;0,46957,56767,57713,58750,59475,61153;2;MEIS2;NM_172316;chr15:37242601-37329014|chr15:37390400-37391101
chr15;38794512;38798121;-;2;110,81;0,3528;1;RASGRP1;uc010bbe.3;chr15:38792340-38794512|chr15:38798121-38799926
chr15;38804983;38810624;-;3;174,154,132;0,3414,5509;1;RASGRP1;uc010bbe.3;chr15:38803921-38804983|chr15:38810624-38811509
chr15;39909935;40034101;-;6;511,138,159,111,125,96;0,95709,108854,120356,121930,124070;2;FSIP1;NM_152597;chr15:39893127-39909935|chr15:40034101-40056021
chr15;40231705;40260080;+;8;113,103,153,81,149,116,158,536;0,3878,9611,14399,16115,22279,26181,27839;1;EIF2AK4;uc001zkl.3;chr15:40226540-40231705|chr15:40260080-40265108
chr15;40289164;40300396;+;7;102,54,237,76,122,50,169;0,1767,4024,5749,6229,10052,11063;2;EIF2AK4;NM_001013703;chr15:40285049-40289164|chr15:40300396-40301814
chr15;40462262;40462882;+;2;60,145;0,475;1;BUB1B;NM_001211;chr15:40457397-40462262|chr15:40462882-40468677
chr15;40475914;40477843;+;3;170,215,92;0,1451,1837;1;BUB1B;NM_001211;chr15:40468874-40475914|chr15:40477843-40488745
chr15;40500837;40502411;+;3;134,141,101;0,998,1473;1;BUB1B;NM_001211;chr15:40498659-40500837|chr15:40502411-40504699
chr15;40678562;40679407;+;2;133,48;0,797;2;KNSTRN;NM_001142761;chr15:40675523-40678562|chr15:40679407-40681706
chr15;40699836;40700189;+;2;90,52;0,301;3;IVD;NM_002225;chr15:40698172-40699836|chr15:40700189-40702826
chr15;40937194;40949671;+;10;91,117,88,78,40,102,101,69,110,119;0,659,1990,5304,5547,6474,7008,9912,12045,12358;1;CASC5;NM_144508;chr15:40933225-40937194|chr15:40949671-40951536
chr15;40990954;41001314;+;4;89,138,118,92;0,2307,7420,10268;1;RAD51;NM_001164270;chr15:40987623-40990954|chr15:41001314-41011002
chr15;41001222;41021022;+;3;92,95,114;0,9780,19686;1;RAD51;NM_001164270;chr15:40998492-41001222|chr15:41021022-41021702
chr15;41036244;41037457;-;2;103,283;0,930;3;RMDN3;uc001zmo.1;chr15:41032391-41036244|chr15:41037457-41043623
chr15;41313097;41319934;-;2;226,141;0,6696;1;INO80;uc001zni.3;chr15:41308413-41313097|chr15:41319934-41337101
chr15;41347444;41348904;-;2;118,85;0,1375;2;INO80;uc001zni.3;chr15:41346212-41347444|chr15:41348904-41350836
chr15;41361767;41362745;-;2;96,81;0,897;7;INO80;uc001zni.3;chr15:41352124-41361767|chr15:41362745-41364046
chr15;41648236;41663882;+;4;102,110,185,158;0,2110,9366,15488;1;NUSAP1;NM_001243142;chr15:41643327-41648236|chr15:41663882-41667909
chr15;41648236;41669502;+;6;102,110,185,158,117,109;0,2110,9366,15488,19673,21157;4;NUSAP1;NM_001243142;chr15:41643327-41648236|chr15:41669502-41672290
chr15;41667909;41669502;+;2;117,109;0,1484;2;NUSAP1;NM_001243142;chr15:41663882-41667909|chr15:41669502-41672290
chr15;41756968;41758450;+;2;115,112;0,1370;1;RTF1;NM_015138;chr15:41750074-41756968|chr15:41758450-41762454
chr15;41763369;41769713;+;7;178,83,88,108,78,122,58;0,3448,4353,4540,5274,5993,6286;1;RTF1;NM_015138;chr15:41762590-41763369|chr15:41769713-41770745
chr15;41854745;41857339;+;3;171,87,116;0,1636,2478;2;TYRO3;NM_006293;chr15:41853837-41854745|chr15:41857339-41859557
chr15;41961025;41962156;+;1;1131;0;34;MGA;uc001zog.1;chr15:41913787-41961025|chr15:41962156-41988272
chr15;41961025;42005694;+;8;1131,949,79,96,132,105,659,346;0,27247,30035,30236,38900,39276,41863,44323;1;MGA;NM_001080541;chr15:41952723-41961025|chr15:42005694-42019377
chr15;41988272;41991357;+;3;949,79,96;0,2788,2989;31;MGA;uc001zog.1;chr15:41962156-41988272|chr15:41991357-41999925
chr15;41988272;42005694;+;7;949,79,96,132,105,659,346;0,2788,2989,11653,12029,14616,17076;3;MGA;NM_001080541;chr15:41962156-41988272|chr15:42005694-42019377
chr15;41999925;42028896;+;8;132,105,659,346,227,186,73,518;0,376,2963,5423,19452,21436,26794,28453;1;MGA;NM_001080541;chr15:41991357-41999925|chr15:42028896-42032250
chr15;42040834;42042813;+;2;291,1505;0,474;2;MGA;NM_001080541;chr15:42032401-42040834|chr15:42042813-42046634
chr15;42553155;42560230;-;4;45,54,114,86;0,238,3132,6989;5;TMEM87A;NM_015497;chr15:42536365-42553155|chr15:42560230-42564260
chr15;42727581;42738856;-;8;135,146,56,781,342,61,155,70;0,1848,3228,3649,6689,8818,9443,11205;1;ZNF106;NM_001284306;chr15:42720332-42727581|chr15:42738856-42740269
chr15;42807434;42820618;+;2;118,159;0,13025;1;SNAP23;NM_003825;chr15:42805645-42807434|chr15:42820618-42821872
chr15;43067332;43109295;-;7;589,212,217,158,126,93,66;0,1896,8284,19509,35479,36553,41897;2;TTBK2;NM_173500;chr15:43045445-43067332|chr15:43109295-43120125
chr15;43067332;43132631;-;10;589,212,217,158,126,93,66,105,141,74;0,1896,8284,19509,35479,36553,41897,52793,54803,65225;1;TTBK2;NM_173500;chr15:43045445-43067332|chr15:43132631-43164808
chr15;43086841;43132631;-;7;158,126,93,66,105,141,74;0,15970,17044,22388,33284,35294,45716;4;TTBK2;NM_173500;chr15:43075833-43086841|chr15:43132631-43164808
chr15;43102811;43109295;-;3;126,93,66;0,1074,6418;2;TTBK2;NM_173500;chr15:43086999-43102811|chr15:43109295-43120125
chr15;43102811;43132631;-;6;126,93,66,105,141,74;0,1074,6418,17314,19324,29746;4;TTBK2;NM_173500;chr15:43086999-43102811|chr15:43132631-43164808
chr15;43109229;43132631;-;4;66,105,141,74;0,10896,12906,23328;1;TTBK2;NM_173500;chr15:43103978-43109229|chr15:43132631-43164808
chr15;43120125;43132631;-;3;105,141,74;0,2010,12432;14;TTBK2;NM_173500;chr15:43109295-43120125|chr15:43132631-43164808
chr15;43120125;43170882;-;5;105,141,74,148,136;0,2010,12432,44683,50621;4;TTBK2;NM_173500;chr15:43109295-43120125|chr15:43170882-43212635
chr15;43122135;43132631;-;2;141,74;0,10422;3;TTBK2;NM_173500;chr15:43120230-43122135|chr15:43132631-43164808
chr15;43164808;43170882;-;2;148,136;0,5938;4;TTBK2;NM_173500;chr15:43132631-43164808|chr15:43170882-43212635
chr15;43242459;43252899;-;4;102,171,78,57;0,2016,7751,10383;1;UBR1;NM_174916;chr15:43237668-43242459|chr15:43252899-43256132
chr15;43242459;43258484;-;6;102,171,78,57,109,134;0,2016,7751,10383,13673,15891;2;UBR1;NM_174916;chr15:43237668-43242459|chr15:43258484-43262717
chr15;43242459;43262805;-;7;102,171,78,57,109,134,88;0,2016,7751,10383,13673,15891,20258;1;UBR1;NM_174916;chr15:43237668-43242459|chr15:43262805-43268914
chr15;43262717;43270145;-;3;88,151,68;0,6197,7360;1;UBR1;NM_174916;chr15:43258484-43262717|chr15:43270145-43276094
chr15;43268914;43282318;-;6;151,68,97,56,149,91;0,1163,7180,8170,12102,13313;1;UBR1;NM_174916;chr15:43262805-43268914|chr15:43282318-43290365
chr15;43268914;43317627;-;16;151,68,97,56,149,91,98,150,94,206,182,87,101,100,155,49;0,1163,7180,8170,12102,13313,21451,25838,27120,30362,38971,40378,44558,45985,48112,48664;1;UBR1;NM_174916;chr15:43262805-43268914|chr15:43317627-43318758
chr15;43276094;43282318;-;4;97,56,149,91;0,990,4922,6133;1;UBR1;NM_174916;chr15:43270145-43276094|chr15:43282318-43290365
chr15;43276094;43320026;-;16;97,56,149,91,98,150,94,206,182,87,101,100,155,49,103,53;0,990,4922,6133,14271,18658,19940,23182,31791,33198,37378,38805,40932,41484,42664,43879;1;UBR1;NM_174916;chr15:43270145-43276094|chr15:43320026-43322141
chr15;43281016;43282318;-;2;149,91;0,1211;1;UBR1;NM_174916;chr15:43277140-43281016|chr15:43282318-43290365
chr15;43281016;43290463;-;3;149,91,98;0,1211,9349;2;UBR1;NM_174916;chr15:43277140-43281016|chr15:43290463-43294752
chr15;43281016;43347097;-;24;149,91,98,150,94,206,182,87,101,100,155,49,103,53,125,64,102,66,111,62,181,129,100,158;0,1211,9349,13736,15018,18260,26869,28276,32456,33883,36010,36562,37742,38957,41125,43749,47359,47709,48954,49352,54396,58342,59573,65923;1;UBR1;NM_174916;chr15:43277140-43281016|chr15:43347097-43348541
chr15;43339358;43340689;-;2;129,100;0,1231;1;UBR1;NM_174916;chr15:43335593-43339358|chr15:43340689-43346939
chr15;43346939;43351390;-;4;158,99,89,108;0,1602,3599,4343;1;UBR1;NM_174916;chr15:43340689-43346939|chr15:43351390-43351899
chr15;43350538;43352312;-;4;89,108,124,63;0,744,1361,1711;1;UBR1;NM_174916;chr15:43348640-43350538|chr15:43352312-43360095
chr15;43427709;43452992;+;8;138,46,142,125,123,156,160,114;0,3062,10981,13243,13517,16278,19160,25169;1;TMEM62;NM_024956;chr15:43426566-43427709|chr15:43452992-43461790
chr15;43627893;43641243;+;6;131,61,88,82,127,139;0,930,4569,7298,10158,13211;2;ADAL;NM_001159280;chr15:43627368-43627893|chr15:43641243-43643138
chr15;43687304;43694048;+;6;51,106,108,139,178,135;0,476,2107,2934,4937,6609;3;TUBGCP4;NM_014444;chr15:43678528-43687304|chr15:43694048-43695880
chr15;43690235;43694048;+;3;142,178,135;0,2006,3678;2;TUBGCP4;uc001zro.3;chr15:43689519-43690235|chr15:43694048-43695880
chr15;43700140;43712933;-;7;146,200,95,210,216,192,431;0,954,1704,5176,7651,8282,12362;1;TP53BP1;uc010udp.2;chr15:43699768-43700140|chr15:43712933-43713222
chr15;43707791;43708614;-;2;216,192;0,631;3;TP53BP1;uc010udp.2;chr15:43705526-43707791|chr15:43708614-43712502
chr15;43707791;43730614;-;8;216,192,431,150,272,153,484,93;0,631,4711,5431,6261,12422,16600,22730;1;TP53BP1;uc010udp.2;chr15:43705526-43707791|chr15:43730614-43733723
chr15;43720213;43733781;-;4;153,484,93,58;0,4178,10308,13510;1;TP53BP1;uc010udp.2;chr15:43714324-43720213|chr15:43733781-43738584
chr15;43724391;43724875;-;1;484;0;1;TP53BP1;uc010udp.2;chr15:43720366-43724391|chr15:43724875-43730521
chr15;43733723;43762264;-;5;58,204,120,1327,209;0,4861,5840,14366,28332;1;TP53BP1;uc010udp.2;chr15:43730614-43733723|chr15:43762264-43766870
chr15;43748089;43749416;-;1;1327;0;1;TP53BP1;uc010udp.2;chr15:43739683-43748089|chr15:43749416-43762055
chr15;43771594;43772215;-;2;130,159;0,462;1;TP53BP1;uc010udp.2;chr15:43769957-43771594|chr15:43772215-43773092
chr15;44046021;44048964;+;2;79,118;0,2825;11;PDIA3;NM_005313;chr15:44038904-44046021|chr15:44048964-44053621
chr15;44620882;44630515;+;3;103,145,81;0,9078,9552;1;CASC4;uc010bdu.2;chr15:44615217-44620882|chr15:44630515-44640740
chr15;44620882;44673174;+;6;103,91,145,81,99,171;0,3303,9078,9552,51005,52121;7;CASC4;uc001zto.2;chr15:44615217-44620882|chr15:44673174-44695084
chr15;44624185;44630515;+;3;91,145,81;0,5775,6249;3;CASC4;uc001zto.2;chr15:44620985-44624185|chr15:44630515-44671887
chr15;44624185;44673174;+;5;91,145,81,99,171;0,5775,6249,47702,48818;4;CASC4;uc001zto.2;chr15:44620985-44624185|chr15:44673174-44695084
chr15;44629960;44673174;+;4;145,81,99,171;0,474,41927,43043;2;CASC4;uc001zto.2;chr15:44624276-44629960|chr15:44673174-44695084
chr15;44671887;44673174;+;2;99,171;0,1116;1;CASC4;uc001zto.2;chr15:44630515-44671887|chr15:44673174-44695084
chr15;44751188;44751398;+;1;210;0;1;CTDSPL2;NM_016396;chr15:44719970-44751188|chr15:44751398-44776421
chr15;44776421;44778898;+;2;139,150;0,2327;2;CTDSPL2;NM_016396;chr15:44751398-44776421|chr15:44778898-44782981
chr15;44782981;44788656;+;2;216,79;0,5596;1;CTDSPL2;NM_016396;chr15:44778898-44782981|chr15:44788656-44789224
chr15;44788577;44789336;+;2;79,112;0,647;2;CTDSPL2;NM_016396;chr15:44783197-44788577|chr15:44789336-44791924
chr15;44859621;44861703;-;2;169,108;0,1974;1;SPG11;uc010bdw.3;chr15:44858503-44859621|chr15:44861703-44862722
chr15;44884528;44891034;-;6;108,201,273,160,109,206;0,2928,3752,4453,5934,6300;1;SPG11;NM_001160227;chr15:44881612-44884528|chr15:44891034-44892664
chr15;44884528;44892830;-;7;108,201,273,160,109,206,166;0,2928,3752,4453,5934,6300,8136;1;SPG11;NM_001160227;chr15:44881612-44884528|chr15:44892830-44898222
chr15;44887456;44892830;-;6;201,273,160,109,206,166;0,824,1525,3006,3372,5208;1;SPG11;NM_001160227;chr15:44884636-44887456|chr15:44892830-44898222
chr15;44887456;44912601;-;12;201,273,160,109,206,166,67,162,146,107,204,214;0,824,1525,3006,3372,5208,10766,13185,15581,18171,20104,24931;1;SPG11;NM_001160227;chr15:44884636-44887456|chr15:44912601-44913956
