Chromosome;Start;End;Strand;Number of included exons;Exon sizes;Exon offsets (0 base);Junction reads;Gene symbol;Transcript id;Flanking introns
chr1;197055932;197065294;-;9;170,177,155,193,192,150,210,97,167;0,1453,3127,3393,4047,5104,6249,7281,9195;1;ASPM;NM_001206846;chr1:197053556-197055932|chr1:197065294-197086918
chr1;201970503;201972589;+;3;113,109,225;0,283,1861;1;RNPEP;NM_020216;chr1:201969143-201970503|chr1:201972589-201973481
chr1;202385914;202398057;+;5;131,119,160,145,75;0,5833,8779,10253,12068;1;PPP1R12B;NM_001167857;chr1:202318270-202385914|chr1:202398057-202399858
chr1;202702528;202705520;-;3;486,159,180;0,2028,2812;1;KDM5B;NM_006618;chr1:202701067-202702528|chr1:202705520-202709801
chr1;202704556;202746222;-;21;159,180,139,356,115,151,125,182,195,120,163,182,159,120,159,110,97,135,171,123,78;0,784,5245,5938,6962,7226,10429,10713,13516,15230,17476,19842,20929,22962,24986,27270,28620,31497,37689,39184,41588;1;KDM5B;NM_006618;chr1:202703014-202704556|chr1:202746222-202777229
chr1;203680004;203691817;+;7;232,180,88,107,192,214,212;0,1083,2288,3294,9672,10320,11601;1;ATP2B4;NM_001001396;chr1:203678670-203680004|chr1:203691817-203693008
chr1;204082042;204083733;+;3;220,112,87;0,1406,1604;1;SOX13;uc001hal.3;chr1:204042839-204082042|chr1:204083733-204085634
chr1;204082042;204086318;+;5;220,112,87,173,69;0,1406,1604,3592,4207;1;SOX13;uc001hal.3;chr1:204042839-204082042|chr1:204086318-204086720
chr1;205693053;205698749;-;3;56,106,50;0,3774,5646;1;NUCKS1;NM_022731;chr1:205689781-205693053|chr1:205698749-205719084
chr1;2075648;2087531;+;5;132,82,53,189,98;0,1817,4662,6580,11785;1;PRKCZ;NM_002744;chr1:2066786-2075648|chr1:2087531-2100956
chr1;207930358;207940540;+;5;189,103,86,198,183;0,526,2625,4235,9999;1;CD46;NM_002389;chr1:207925654-207930358|chr1:207940540-207940951
chr1;210126053;210194599;+;4;48,121,165,216;0,13184,60924,68330;1;SYT14;NM_001146261;chr1:210111622-210126053|chr1:210194599-210267666
chr1;210267666;210273806;+;2;272,450;0,5690;1;SYT14;NM_001146261;chr1:210194599-210267666|chr1:210273806-210329065
chr1;21076215;21100103;-;6;160,91,155,81,144,160;0,7443,15654,17861,21207,23728;1;HP1BP3;uc001bdv.1;chr1:21074148-21076215|chr1:21100103-21103089
chr1;21097422;21103243;-;3;144,160,154;0,2521,5667;1;HP1BP3;uc001bdv.1;chr1:21094157-21097422|chr1:21103243-21106304
chr1;211433449;211462738;+;8;57,96,78,53,162,125,79,219;0,7667,11124,14102,16149,18009,19130,29070;1;RCOR3;uc010psv.1;chr1:211433068-211433449|chr1:211462738-211464865
chr1;211444573;211449760;+;3;78,53,162;0,2978,5025;1;RCOR3;uc010psv.1;chr1:211441212-211444573|chr1:211449760-211451458
chr1;211526580;211534121;+;5;219,58,102,165,78;0,1171,3128,6673,7463;1;TRAF5;NM_004619;chr1:211500015-211526580|chr1:211534121-211534429
chr1;21219111;21231464;-;5;111,120,134,247,89;0,898,2749,7078,12264;1;EIF4G3;NM_001198801;chr1:21212864-21219111|chr1:21231464-21267983
chr1;21220009;21231464;-;4;120,134,247,89;0,1851,6180,11366;1;EIF4G3;uc010odi.2;chr1:21212864-21220009|chr1:21231464-21267983
chr1;212216334;212220759;+;4;126,99,62,121;0,1667,4158,4304;1;DTL;NM_016448;chr1:212209284-212216334|chr1:212220759-212236225
chr1;212218001;212220759;+;3;99,62,121;0,2491,2637;1;DTL;NM_016448;chr1:212216460-212218001|chr1:212220759-212236225
chr1;21295966;21437876;-;9;123,98,115,180,33,96,129,76,61;0,3528,10860,11574,28127,33239,81392,119664,141849;1;EIF4G3;NM_001198803;chr1:21276604-21295966|chr1:21437876-21494453
chr1;213037066;213046160;+;2;145,141;0,8953;1;FLVCR1;NM_014053;chr1:213032532-213037066|chr1:213046160-213056712
chr1;213037066;213058738;+;4;145,141,68,104;0,8953,19646,21568;1;FLVCR1;NM_014053;chr1:213032532-213037066|chr1:213058738-213061232
chr1;213046019;213058738;+;3;141,68,104;0,10693,12615;1;FLVCR1;NM_014053;chr1:213037211-213046019|chr1:213058738-213061232
chr1;21306826;21307720;-;2;115,180;0,714;1;EIF4G3;uc009vpz.3;chr1:21299592-21306826|chr1:21307720-21329205
chr1;21306826;21437876;-;7;115,180,33,96,129,76,61;0,714,17267,22379,70532,108804,130989;1;EIF4G3;NM_001198803;chr1:21299592-21306826|chr1:21437876-21494453
chr1;213139063;213139687;+;2;57,75;0,549;1;VASH2;uc001hju.2;chr1:213134596-213139063|chr1:213139687-213140455
chr1;213251037;213290752;+;3;121,116,94;0,26758,39621;1;RPS6KC1;NM_001136138;chr1:213224851-213251037|chr1:213290752-213302869
chr1;213277795;213290752;+;2;116,94;0,12863;1;RPS6KC1;NM_001136138;chr1:213251158-213277795|chr1:213290752-213302869
chr1;213277795;213303232;+;3;116,94,363;0,12863,25074;1;RPS6KC1;NM_001136138;chr1:213251158-213277795|chr1:213303232-213341200
chr1;213302869;213341316;+;2;363,116;0,38331;1;RPS6KC1;NM_001136138;chr1:213290752-213302869|chr1:213341316-213349742
chr1;213403839;213405598;+;2;48,133;0,1626;1;RPS6KC1;NM_001136138;chr1:213349835-213403839|chr1:213405598-213414044
chr1;214564330;214571344;-;4;58,83,88,89;0,2707,3911,6925;1;PTPN14;uc021piy.1;chr1:214560265-214564330|chr1:214571344-214576225
chr1;215749243;215752480;+;4;74,59,81,138;0,1769,2100,3099;1;KCTD3;NM_016121;chr1:215747461-215749243|chr1:215752480-215753251
chr1;21887118;21896867;+;6;120,116,175,176,144,70;0,471,2484,3415,7478,9679;1;ALPL;NM_000478;chr1:21880635-21887118|chr1:21896867-21900157
chr1;220275470;220276119;+;4;149,50,110,91;0,234,366,558;1;IARS2;NM_018060;chr1:220273991-220275470|chr1:220276119-220276788
chr1;22027990;22033361;-;7;105,107,131,111,62,123,125;0,2014,2764,4229,4628,4969,5246;1;USP48;uc001bfa.3;chr1:22016592-22027990|chr1:22033361-22041881
chr1;220771672;220792097;+;6;49,66,71,57,237,120;0,1467,5736,17608,19979,20305;1;MARK1;NM_018650;chr1:220754460-220771672|chr1:220792097-220804376
chr1;222750786;222757639;-;3;199,114,170;0,2314,6683;1;TAF1A;NM_001201536;chr1:222744007-222750786|chr1:222757639-222761784
chr1;222897433;222898897;+;2;73,106;0,1358;1;BROX;NM_144695;chr1:222895856-222897433|chr1:222898897-222900509
chr1;22404921;22413359;+;4;155,73,110,198;0,3293,8010,8240;1;CDC42;NM_044472;chr1:22379235-22404921|chr1:22413359-22416435
chr1;224377278;224378021;+;1;743;0;1;DEGS1;NM_003676;chr1:224371120-224377278|chr1:224378021-224380033
chr1;224553580;224559125;+;2;113,94;0,5451;1;CNIH4;NM_001277198;chr1:224548265-224553580|chr1:224559125-224563496
chr1;225140371;225155285;+;5;110,140,150,131,153;0,2289,7483,11809,14761;1;DNAH14;uc001hov.4;chr1:225117537-225140371|chr1:225155285-225155381
chr1;225600155;225607500;-;5;192,55,197,190,84;0,2824,5530,6809,7261;1;LBR;NM_002296;chr1:225599142-225600155|chr1:225607500-225609778
chr1;225718255;225742785;-;2;85,178;0,24352;1;ENAH;uc021pju.1;chr1:225707267-225718255|chr1:225742785-225754950
chr1;227192694;227204751;-;4;118,186,118,124;0,5884,11086,11933;1;CDC42BPA;uc001hqp.3;chr1:227182681-227192694|chr1:227204751-227210963
chr1;227210963;227213853;-;2;85,98;0,2792;1;CDC42BPA;uc001hqp.3;chr1:227204751-227210963|chr1:227213853-227216357
chr1;227227831;227235711;-;2;106,84;0,7796;1;CDC42BPA;uc001hqp.3;chr1:227223308-227227831|chr1:227235711-227257477
chr1;227316809;227333438;-;4;123,167,80,249;0,10467,13836,16380;1;CDC42BPA;NM_003607;chr1:227307638-227316809|chr1:227333438-227335059
chr1;227327276;227327443;-;1;167;0;1;CDC42BPA;NM_003607;chr1:227316932-227327276|chr1:227327443-227330645
chr1;227330645;227335260;-;3;80,249,201;0,2544,4414;1;CDC42BPA;NM_003607;chr1:227327443-227330645|chr1:227335260-227348243
chr1;228401141;228402799;+;3;270,261,309;0,733,1349;1;OBSCN;NM_052843;chr1:228400472-228401141|chr1:228402799-228403263
chr1;229763367;229783499;+;6;139,177,3331,161,111,243;0,4648,7296,15912,18238,19889;1;URB2;NM_014777;chr1:229762103-229763367|chr1:229783499-229786981
chr1;230798886;230800333;+;2;81,104;0,1343;1;COG2;NM_001145036;chr1:230796569-230798886|chr1:230800333-230804421
chr1;23107913;23111569;+;2;65,685;0,2971;1;EPHB2;uc009vqj.1;chr1:23037536-23107913|chr1:23111569-23189529
chr1;231090078;231097049;-;3;71,76,95;0,3891,6876;1;TTC13;NM_001122835;chr1:231076302-231090078|chr1:231097049-231114305
chr1;231506307;231509845;-;2;137,120;0,3418;1;EGLN1;uc001huu.3;chr1:231503382-231506307|chr1:231509845-231555921
chr1;231829571;231837770;+;2;980,70;0,8129;1;TSNAX-DISC1;NR_028394;chr1:231752652-231829571|chr1:231837770-231885671
chr1;232626619;232629406;-;2;189,134;0,2653;1;SIPA1L2;NM_020808;chr1:232619712-232626619|chr1:232629406-232649602
chr1;233150410;233193036;-;4;113,234,216,59;0,2256,39603,42567;1;PCNXL2;uc001hvm.2;chr1:233137427-233150410|chr1:233193036-233225806
chr1;233270758;233314921;-;6;178,142,151,93,97,110;0,4701,25270,26258,42789,44053;1;PCNXL2;uc001hvm.2;chr1:233231609-233270758|chr1:233314921-233334684
chr1;233270758;233344435;-;9;178,142,151,93,97,110,92,111,172;0,4701,25270,26258,42789,44053,63926,65141,73505;1;PCNXL2;NM_014801;chr1:233231609-233270758|chr1:233344435-233353644
chr1;233270758;233363117;-;12;178,142,151,93,97,110,92,111,172,33,154,146;0,4701,25270,26258,42789,44053,63926,65141,73505,82886,83018,92213;1;PCNXL2;NM_014801;chr1:233231609-233270758|chr1:233363117-233372590
chr1;233296028;233314921;-;4;151,93,97,110;0,988,17519,18783;1;PCNXL2;uc001hvm.2;chr1:233275601-233296028|chr1:233314921-233334684
chr1;233296028;233372726;-;11;151,93,97,110,92,111,172,33,154,146,136;0,988,17519,18783,38656,39871,48235,57616,57748,66943,76562;1;PCNXL2;NM_014801;chr1:233275601-233296028|chr1:233372726-233386484
chr1;233313547;233344435;-;5;97,110,92,111,172;0,1264,21137,22352,30716;1;PCNXL2;NM_014801;chr1:233297109-233313547|chr1:233344435-233353644
chr1;233353644;233363117;-;3;33,154,146;0,132,9327;1;PCNXL2;NM_014801;chr1:233344435-233353644|chr1:233363117-233372590
chr1;233372590;233398909;-;8;136,94,146,148,1317,37,121,206;0,13894,15509,15796,21183,24440,25200,26113;1;PCNXL2;NM_014801;chr1:233363117-233372590|chr1:233398909-233431071
chr1;23435514;23436143;-;2;106,66;0,563;1;LUZP1;NM_033631;chr1:23420873-23435514|chr1:23436143-23495258
chr1;234593412;234608557;-;8;90,97,136,98,53,149,70,98;0,1563,2594,6170,7989,9835,13521,15047;1;TARBP1;NM_005646;chr1:234586312-234593412|chr1:234608557-234613918
chr1;235397727;235420540;-;6;80,139,92,80,91,66;0,5900,12007,18317,21247,22747;1;ARID4B;NM_001206794;chr1:235394504-235397727|chr1:235420540-235423956
chr1;235599059;235599923;+;3;96,65,65;0,641,799;1;TBCE;uc010pxq.1;chr1:235597595-235599059|chr1:235599923-235600636
chr1;235617467;235647831;-;7;160,126,184,79,111,96,194;0,1403,4443,11485,16696,25902,30170;1;B3GALNT2;NM_152490;chr1:235616458-235617467|chr1:235647831-235652472
chr1;235628952;235634274;-;2;79,111;0,5211;1;B3GALNT2;NM_152490;chr1:235622094-235628952|chr1:235634274-235643369
chr1;235850248;235860572;-;3;99,137,190;0,6401,10134;1;LYST;uc001hxi.3;chr1:235840919-235850248|chr1:235860572-235866046
chr1;236175220;236212289;-;11;123,150,126,144,246,201,252,150,383,227,300;0,1490,5227,12149,13975,17629,20480,26183,29989,33536,36769;1;NID1;NM_002508;chr1:236157172-236175220|chr1:236212289-236228154
chr1;236341713;236341936;+;1;223;0;1;GPR137B;NM_003272;chr1:236332055-236341713|chr1:236341936-236343178
chr1;236572515;236577599;+;2;59,40;0,5044;1;EDARADD;NM_145861;chr1:236557805-236572515|chr1:236577599-236590691
chr1;236966727;236979843;+;7;215,90,70,93,107,60,95;0,2716,5276,7075,9310,12176,13021;1;MTR;NM_000254;chr1:236959037-236966727|chr1:236979843-236987418
chr1;237532833;237540735;+;3;75,79,113;0,5183,7789;1;RYR2;NM_001035;chr1:237527672-237532833|chr1:237540735-237550580
chr1;237532833;237586548;+;7;75,79,113,100,97,75,157;0,5183,7789,17747,18553,47515,53558;1;RYR2;NM_001035;chr1:237527672-237532833|chr1:237586548-237604618
chr1;237961336;237982492;+;5;134,61,147,135,157;0,3819,8100,10864,20999;1;RYR2;NM_001035;chr1:237958631-237961336|chr1:237982492-237991680
chr1;243362361;243388623;-;6;135,163,57,81,90,146;0,1458,1717,12824,22664,26116;1;CEP170;NM_001042404;chr1:243354796-243362361|chr1:243388623-243418341
chr1;243456392;243471479;+;3;129,65,189;0,11622,14898;1;SDCCAG8;NM_006642;chr1:243449699-243456392|chr1:243471479-243480056
chr1;243579003;243589860;+;3;128,109,132;0,2266,10725;1;SDCCAG8;NM_006642;chr1:243542165-243579003|chr1:243589860-243652315
chr1;243675625;244006584;-;12;103,88,215,129,123,69,66,132,145,112,126,158;0,33186,40405,51396,60602,101347,102772,125287,133569,152448,183267,330801;1;AKT3;NM_001206729;chr1:243663088-243675625|chr1:244006584-244006845
chr1;243800912;244006584;-;5;132,145,112,126,158;0,8282,27161,57980,205514;1;AKT3;NM_001206729;chr1:243778463-243800912|chr1:244006584-244006845
chr1;244715623;244724447;+;2;493,478;0,8346;1;C1orf101;NM_001130957;chr1:244682000-244715623|chr1:244724447-244735631
chr1;24495906;24507344;-;2;185,124;0,11314;1;IFNLR1;NM_170743;chr1:24488174-24495906|chr1:24507344-24513680
chr1;246021797;246093239;-;5;175,88,111,103,68;0,5303,57034,69435,71374;1;SMYD3;NM_022743;chr1:245927451-246021797|chr1:246093239-246490502
chr1;246078831;246093239;-;3;111,103,68;0,12401,14340;1;SMYD3;NM_022743;chr1:246027188-246078831|chr1:246093239-246490502
chr1;246754813;246755243;+;1;430;0;1;CNST;NM_001139459;chr1:246730091-246754813|chr1:246755243-246784730
chr1;24987209;24987887;+;2;81,87;0,591;1;SRRM1;NM_005839;chr1:24981620-24987209|chr1:24987887-24989150
chr1;25678116;25679465;+;2;68,93;0,1256;1;TMEM50A;NM_014313;chr1:25669564-25678116|chr1:25679465-25683283
chr1;26584087;26586293;+;3;134,118,186;0,546,2020;1;CEP85;NM_001281517;chr1:26582356-26584087|chr1:26586293-26594973
chr1;26881086;26881712;+;2;143,71;0,555;1;RPS6KA1;NM_002953;chr1:26880742-26881086|chr1:26881712-26882027
chr1;27088642;27099123;+;7;168,313,146,110,210,208,133;0,821,4069,4305,5638,8967,10348;1;ARID1A;uc001bmt.1;chr1:27087964-27088642|chr1:27099123-27099305
chr1;27660448;27660772;+;2;97,131;0,193;1;TMEM222;NM_032125;chr1:27658592-27660448|chr1:27660772-27661869
chr1;28116072;28128326;+;3;70,100,138;0,3971,12116;1;STX12;NM_177424;chr1:28099936-28116072|chr1:28128326-28136756
chr1;28785595;28793279;+;4;174,81,165,387;0,1127,6600,7297;1;PHACTR4;uc001bpv.1;chr1:28784370-28785595|chr1:28793279-28800065
chr1;28800065;28802803;+;2;598,185;0,2553;1;PHACTR4;uc001bpv.1;chr1:28793279-28800065|chr1:28802803-28806962
chr1;28806962;28807116;+;1;154;0;1;PHACTR4;uc001bpv.1;chr1:28802803-28806962|chr1:28807116-28815681
chr1;29010094;29023596;+;5;158,113,125,104,158;0,6491,8002,9359,13344;1;GMEB1;NM_006582;chr1:28995351-29010094|chr1:29023596-29028949
chr1;29362337;29365938;+;2;98,173;0,3428;1;EPB41;NM_001166005;chr1:29359757-29362337|chr1:29365938-29379615
chr1;31418192;31439044;-;6;138,135,130,268,237,216;0,4781,6888,8368,19328,20636;1;PUM1;uc001bsj.1;chr1:31414970-31418192|chr1:31439044-31440013
chr1;31422979;31440157;-;6;129,130,268,237,297,144;0,2101,3581,14541,15849,17034;1;PUM1;NM_014676;chr1:31418330-31422979|chr1:31440157-31441200
chr1;31438828;31468067;-;8;297,144,139,152,102,94,271,167;0,1185,2372,8669,14080,15330,26408,29072;1;PUM1;NM_001020658;chr1:31437757-31438828|chr1:31468067-31478699
chr1;31452908;31468067;-;4;102,94,271,167;0,1250,12328,14992;1;PUM1;NM_001020658;chr1:31447649-31452908|chr1:31468067-31478699
chr1;31465236;31479949;-;4;271,167,179,109;0,2664,13463,14604;1;PUM1;NM_001020658;chr1:31454252-31465236|chr1:31479949-31501642
chr1;32375638;32385259;-;4;75,131,93,689;0,1658,5857,8932;1;PTP4A2;NM_080391;chr1:32374561-32375638|chr1:32385259-32403587
chr1;32495898;32504220;+;5;125,147,134,202,68;0,2890,6612,7537,8254;1;KHDRBS1;NM_001271878;chr1:32479978-32495898|chr1:32504220-32505115
chr1;32495898;32510991;+;9;125,117,147,134,202,68,59,193,60;0,1226,2890,6612,7537,8254,9217,12229,15033;1;KHDRBS1;NR_073499;chr1:32479978-32495898|chr1:32510991-32525763
chr1;32502510;32504220;+;3;134,202,68;0,925,1642;1;KHDRBS1;NM_001271878;chr1:32498935-32502510|chr1:32504220-32505115
chr1;32631705;32632897;+;2;126,128;0,1064;1;KPNA6;NM_012316;chr1:32628914-32631705|chr1:32632897-32635482
chr1;33058531;33060824;+;2;824,170;0,2123;1;ZBTB8A;uc001bvk.3;chr1:33019141-33058531|chr1:33060824-33065687
chr1;33097427;33099673;-;3;53,83,122;0,1818,2124;1;ZBTB8OS;NM_178547;chr1:33093145-33097427|chr1:33099673-33100368
chr1;33099245;33100393;-;3;83,122,25;0,306,1123;1;ZBTB8OS;NM_178547;chr1:33097480-33099245|chr1:33100393-33116033
chr1;33251962;33263444;-;4;86,136,93,81;0,578,4800,11401;1;YARS;NM_003680;chr1:33248140-33251962|chr1:33263444-33272082
chr1;33409619;33411229;-;2;141,115;0,1495;1;RNF19B;NM_001127361;chr1:33408060-33409619|chr1:33411229-33412002
chr1;36204736;36212593;-;6;122,165,101,76,112,227;0,229,4005,4319,6315,7630;1;CLSPN;NM_001190481;chr1:36204183-36204736|chr1:36212593-36213507
chr1;36290913;36292436;+;4;182,137,135,88;0,366,613,1435;1;AGO4;NM_017629;chr1:36288583-36290913|chr1:36292436-36297027
chr1;36557218;36557695;+;2;208,185;0,292;1;ADPRHL2;NM_017825;chr1:36556941-36557218|chr1:36557695-36558022
chr1;38341277;38344164;-;2;111,305;0,2582;1;INPP5B;uc010oij.1;chr1:38339827-38341277|chr1:38344164-38345756
chr1;39463842;39466778;+;2;141,135;0,2801;1;AKIRIN1;NM_024595;chr1:39457272-39463842|chr1:39466778-39469018
chr1;39696853;39720047;+;3;62,90,78;0,18832,23116;1;MACF1;uc001cdc.2;chr1:39550110-39696853|chr1:39720047-39723607
chr1;39816456;39824936;+;5;234,225,519,177,124;0,2222,6590,7912,8356;1;MACF1;uc001cdc.2;chr1:39815299-39816456|chr1:39824936-39826464
chr1;39916723;39929358;+;10;160,195,129,144,189,121,164,163,155,75;0,1104,1632,2655,3857,7318,8034,9580,10831,12560;1;MACF1;NM_012090;chr1:39914435-39916723|chr1:39929358-39934286
chr1;40319641;40323089;-;2;97,143;0,3305;1;TRIT1;NM_017646;chr1:40318548-40319641|chr1:40323089-40348989
chr1;40422758;40424497;+;2;135,164;0,1575;1;MFSD2A;NM_001136493;chr1:40421057-40422758|chr1:40424497-40430882
chr1;40555081;40557071;-;2;103,71;0,1919;1;PPT1;uc010ojf.1;chr1:40546159-40555081|chr1:40557071-40557716
chr1;40555081;40558179;-;4;103,71,128,110;0,1919,2635,2988;1;PPT1;NM_000310;chr1:40546159-40555081|chr1:40558179-40562786
chr1;40557000;40558179;-;3;71,128,110;0,716,1069;1;PPT1;NM_000310;chr1:40555184-40557000|chr1:40558179-40562786
chr1;40656443;40668286;+;3;82,133,203;0,4860,11640;1;RLF;NM_012421;chr1:40654881-40656443|chr1:40668286-40688245
chr1;41006257;41007382;+;2;127,96;0,1029;1;ZNF684;NM_152373;chr1:40998853-41006257|chr1:41007382-41012233
chr1;41474465;41475261;+;2;97,145;0,651;1;CTPS1;NM_001905;chr1:41474386-41474465|chr1:41475261-41475832
chr1;42730785;42744343;-;2;75,325;0,13233;1;FOXJ3;NM_001198851;chr1:42693637-42730785|chr1:42744343-42776720
chr1;43906884;43907489;+;3;167,98,133;0,290,472;1;SZT2;NM_015284;chr1:43906257-43906884|chr1:43907489-43907670
chr1;44360054;44366505;+;5;95,64,96,187,85;0,3852,4785,5158,6366;1;ST3GAL3;uc010okj.2;chr1:44345179-44360054|chr1:44366505-44385603
chr1;44386075;44386600;+;2;147,147;0,378;1;ST3GAL3;NM_001270460;chr1:44365399-44386075|chr1:44386600-44395803
chr1;44441471;44442888;+;6;49,84,78,70,52,191;0,290,502,790,973,1226;1;ATP6V0B;NM_004047;chr1:44440779-44441471|chr1:44442888-44443652
chr1;44773981;44785416;-;3;92,60,117;0,4859,11318;1;ERI3;uc010okv.2;chr1:44750579-44773981|chr1:44785416-44818521
chr1;46066056;46068037;+;2;73,111;0,1870;1;NASP;uc021omz.1;chr1:46056942-46066056|chr1:46068037-46070607
chr1;46105881;46120991;-;4;194,73,287,130;0,2217,14333,14980;1;GPBP1L1;NM_021639;chr1:46099908-46105881|chr1:46120991-46124699
chr1;46775568;46775988;+;2;148,162;0,258;1;UQCRH;uc001cpq.3;chr1:46774799-46775568|chr1:46775988-46782223
chr1;47745912;47761520;-;6;969,115,110,151,87,84;0,2104,7310,9194,13217,15524;1;STIL;uc010omn.1;chr1:47737913-47745912|chr1:47761520-47765576
chr1;47753222;47767420;-;7;110,151,87,84,64,43,188;0,1884,5907,8214,12354,12559,14010;1;STIL;uc010omn.1;chr1:47748131-47753222|chr1:47767420-47767905
chr1;48821341;48869554;-;6;100,185,41,88,294,81;0,3916,29639,39597,43681,48132;1;SPATA6;NM_019073;chr1:48771550-48821341|chr1:48869554-48877135
chr1;51121113;51171563;-;2;87,106;0,50344;1;FAF1;NM_007051;chr1:51061888-51121113|chr1:51171563-51204534
chr1;51829537;51831701;-;2;163,77;0,2087;1;EPS15;NM_001159969;chr1:51827027-51829537|chr1:51831701-51860052
chr1;51910560;51930998;-;6;157,146,90,60,126,66;0,2071,3157,16202,18784,20372;1;EPS15;NM_001981;chr1:51906104-51910560|chr1:51930998-51934144
chr1;52943379;52947595;-;3;175,213,120;0,3715,4096;1;ZCCHC11;NM_001009881;chr1:52941207-52943379|chr1:52947595-52954580
chr1;54238001;54254869;-;3;161,101,64;0,14829,16804;1;NDC1;NM_001168551;chr1:54233706-54238001|chr1:54254869-54258901
chr1;54269600;54272190;-;2;82,93;0,2497;1;NDC1;NM_001168551;chr1:54266521-54269600|chr1:54272190-54273328
chr1;54284643;54298264;-;4;109,139,55,102;0,6827,9028,13519;1;NDC1;NM_001168551;chr1:54275419-54284643|chr1:54298264-54301172
chr1;54506428;54509198;-;3;82,82,153;0,968,2617;1;TMEM59;uc001cwo.3;chr1:54502391-54506428|chr1:54509198-54511364
chr1;56989494;57002784;-;3;58,278,158;0,454,13132;1;PPAP2B;NM_003713;chr1:56977824-56989494|chr1:57002784-57044550
