Chromosome,Start,End,Strand,H9_JReads,FB_JReads,geneName,H9_RPKM,FB_RPKM,log2FoldChange_mRNA,log2FoldChange_circ,Total_Sites_Per_circ,Effective_sites,quartile
chr11,107916996,107923528,+,1,3,CUL5,13.17,15.14,0.20110985972921733,1.584962500721156,6,12,++ sites
chr11,107916996,107925682,+,1,8,CUL5,13.17,15.14,0.20110985972921733,3,7,31.5,+++ sites
chr11,107916996,107948967,+,1,2,CUL5,13.17,15.14,0.20110985972921733,1,7,10.5,+ sites
chr11,107920616,107925682,+,1,2,CUL5,13.17,15.14,0.20110985972921733,1,7,10.5,+ sites
chr11,107920616,107960350,+,1,2,CUL5,13.17,15.14,0.20110985972921733,1,12,18,++ sites
chr11,107923386,107944224,+,1,4,CUL5,13.17,15.14,0.20110985972921733,2,7,17.5,++ sites
chr11,107959253,107960350,+,1,2,CUL5,13.17,15.14,0.20110985972921733,1,5,7.5,+ sites
chr11,107959253,107966418,+,1,2,CUL5,13.17,15.14,0.20110985972921733,1,5,7.5,+ sites
chr11,107959253,107969256,+,1,2,CUL5,13.17,15.14,0.20110985972921733,1,6,9,+ sites
chr11,108042925,108061227,-,1,2,NPAT,8.53,8.2,-0.0569218318128441,1,8,12,++ sites
chr11,108098321,108175579,+,1,3,ATM,11.87,16.23,0.45134306490606485,1.584962500721156,14,28,+++ sites
chr11,108098321,108206688,+,1,3,ATM,11.87,16.23,0.45134306490606485,1.584962500721156,19,38,+++ sites
chr11,108106396,108115753,+,1,2,ATM,11.87,16.23,0.45134306490606485,1,5,7.5,+ sites
chr11,108128207,108150335,+,1,2,ATM,11.87,16.23,0.45134306490606485,1,3,4.5,- sites
chr11,108168013,108206688,+,1,2,ATM,11.87,16.23,0.45134306490606485,1,5,7.5,+ sites
chr11,108170440,108206688,+,1,3,ATM,11.87,16.23,0.45134306490606485,1.584962500721156,5,10,+ sites
chr11,111914189,111922073,+,1,2,DLAT,28.73,12.92,-1.152951922838599,1,2,3,- sites
chr11,111915861,111922073,+,1,2,DLAT,28.73,12.92,-1.152951922838599,1,2,3,- sites
chr11,111915861,111931898,+,1,2,DLAT,28.73,12.92,-1.152951922838599,1,4,6,+ sites
chr11,113679019,113700067,-,1,3,USP28,43.76,11.52,-1.9254720213502443,1.584962500721156,4,8,+ sites
chr11,115085327,115111140,-,1,3,CADM1,9.63,75.32,2.967425296770769,1.584962500721156,5,10,+ sites
chr11,117023156,117034608,+,4,8,PAFAH1B2,25.45,24.29,-0.06730316632719269,1,5,30,+++ sites
chr11,117030649,117031977,+,1,3,PAFAH1B2,25.45,24.29,-0.06730316632719269,1.584962500721156,5,10,+ sites
chr11,117030649,117034608,+,2,4,PAFAH1B2,25.45,24.29,-0.06730316632719269,1,5,15,++ sites
chr11,118245610,118245944,+,1,2,UBE4A,17.22,16.85,-0.03133655132762291,1,5,7.5,+ sites
chr11,118245610,118247409,+,1,2,UBE4A,17.22,16.85,-0.03133655132762291,1,5,7.5,+ sites
chr11,118352429,118355690,+,1,2,MLL,0,0,0,1,6,9,+ sites
chr11,118354897,118365482,+,1,2,MLL,0,0,0,1,4,6,+ sites
chr11,118451960,118455359,+,1,4,ARCN1,62.09,36.69,-0.7589740271101252,2,11,27.5,+++ sites
chr11,118453893,118455359,+,1,2,ARCN1,62.09,36.69,-0.7589740271101252,1,6,9,+ sites
chr11,118454523,118455359,+,1,3,ARCN1,62.09,36.69,-0.7589740271101252,1.584962500721156,6,12,++ sites
chr11,118630630,118634015,-,1,3,DDX6,42.18,64.01,0.601738213471983,1.584962500721156,2,4,- sites
chr11,118656760,118657227,-,3,4,DDX6,42.18,64.01,0.601738213471983,0.41503749927884376,10,35,+++ sites
chr11,119002244,119003929,+,1,4,HINFP,3.64,4.06,0.1575412769864797,2,3,7.5,+ sites
chr11,119142444,119156276,+,1,2,CBL,15.54,13.73,-0.17865487826060936,1,6,9,+ sites
chr11,119144577,119145663,+,3,6,CBL,15.54,13.73,-0.17865487826060936,1,1,4.5,- sites
chr11,119155678,119156276,+,1,3,CBL,15.54,13.73,-0.17865487826060936,1.584962500721156,2,4,- sites
chr11,120302479,120312911,+,1,2,ARHGEF12,15.74,33.7,1.0983130505617344,1,1,1.5,- sites
chr11,120317111,120319923,+,1,2,ARHGEF12,15.74,33.7,1.0983130505617344,1,2,3,- sites
chr11,120317111,120345344,+,1,2,ARHGEF12,15.74,33.7,1.0983130505617344,1,17,25.5,+++ sites
chr11,120318582,120338017,+,1,3,ARHGEF12,15.74,33.7,1.0983130505617344,1.584962500721156,15,30,+++ sites
chr11,120328429,120336071,+,1,2,ARHGEF12,15.74,33.7,1.0983130505617344,1,5,7.5,+ sites
chr11,120335945,120338017,+,1,4,ARHGEF12,15.74,33.7,1.0983130505617344,2,5,12.5,++ sites
chr11,120343758,120348235,+,3,4,ARHGEF12,15.74,33.7,1.0983130505617344,0.41503749927884376,10,35,+++ sites
chr11,120345268,120348235,+,3,24,ARHGEF12,15.74,33.7,1.0983130505617344,3,10,135,+++ sites
chr11,120346048,120348235,+,1,6,ARHGEF12,15.74,33.7,1.0983130505617344,2.584962500721156,10,35,+++ sites
chr11,120347369,120348235,+,2,6,ARHGEF12,15.74,33.7,1.0983130505617344,1.584962500721156,2,8,+ sites
chr11,120906441,120930794,+,2,2,TBCEL,6.13,6.88,0.16652149101131652,0,4,8,+ sites
chr11,120907213,120930794,+,1,3,TBCEL,6.13,6.88,0.16652149101131652,1.584962500721156,4,8,+ sites
chr11,120916382,120918376,+,1,5,TBCEL,6.13,6.88,0.16652149101131652,2.321928094887362,4,12,++ sites
chr11,125848198,125893432,-,1,6,CDON,3.59,7.93,1.1433370218809271,2.584962500721156,12,42,+++ sites
chr11,125871613,125893432,-,1,2,CDON,3.59,7.93,1.1433370218809271,1,12,18,++ sites
chr11,125875653,125885405,-,1,5,CDON,3.59,7.93,1.1433370218809271,2.321928094887362,12,36,+++ sites
chr11,125880235,125885405,-,1,2,CDON,3.59,7.93,1.1433370218809271,1,6,9,+ sites
chr11,125880235,125893432,-,1,4,CDON,3.59,7.93,1.1433370218809271,2,6,15,++ sites
chr11,128932174,128936763,-,1,2,ARHGAP32,3.83,10.19,1.4117377542408567,1,4,6,+ sites
chr11,128932174,128994789,-,1,2,ARHGAP32,3.83,10.19,1.4117377542408567,1,4,6,+ sites
chr11,128932174,129034322,-,2,2,ARHGAP32,3.83,10.19,1.4117377542408567,0,4,8,+ sites
chr11,129744007,129747280,-,1,2,NFRKB,4.66,6.28,0.4304346042373467,1,2,3,- sites
chr11,129979323,129980556,+,4,10,APLP2,126.13,70.28,-0.8437253648031363,1.3219280948873624,7,49,+++ sites
chr11,130130750,130131824,-,16,48,ZBTB44,20.44,10.79,-0.9217003314496047,1.584962500721156,3,96,+++ sites
chr11,134076493,134080348,-,1,2,NCAPD3,15.75,9.01,-0.8057528174611026,1,5,7.5,+ sites
chr12,401924,465703,-,1,2,KDM5A,8.9,10.54,0.24399762578345446,1,15,22.5,++ sites
chr12,438000,465703,-,1,2,KDM5A,8.9,10.54,0.24399762578345446,1,6,9,+ sites
chr12,459786,461490,-,1,3,KDM5A,8.9,10.54,0.24399762578345446,1.584962500721156,1,2,- sites
chr12,459786,463400,-,2,3,KDM5A,8.9,10.54,0.24399762578345446,0.5849625007211562,1,2.5,- sites
chr12,922807,922980,+,1,2,WNK1,25.08,24.69,-0.022610511659256906,1,1,1.5,- sites
chr12,922807,939326,+,1,3,WNK1,25.08,24.69,-0.022610511659256906,1.584962500721156,11,22,++ sites
chr12,977031,980514,+,1,2,WNK1,25.08,24.69,-0.022610511659256906,1,5,7.5,+ sites
chr12,987380,1017200,+,1,2,WNK1,25.08,24.69,-0.022610511659256906,1,70,105,+++ sites
chr12,1003727,1005898,+,1,2,WNK1,25.08,24.69,-0.022610511659256906,1,8,12,++ sites
chr12,1003727,1006847,+,1,4,WNK1,25.08,24.69,-0.022610511659256906,2,15,37.5,+++ sites
chr12,1136913,1137738,+,9,21,ERC1,7.27,11.24,0.628614766301332,1.222392421336448,4,60,+++ sites
chr12,1136913,1213990,+,1,2,ERC1,7.27,11.24,0.628614766301332,1,4,6,+ sites
chr12,1372199,1399178,+,2,5,ERC1,7.27,11.24,0.628614766301332,1.3219280948873624,2,7,+ sites
chr12,1399017,1553916,+,1,4,ERC1,7.27,11.24,0.628614766301332,2,1,2.5,- sites
chr12,1863423,1882127,+,1,2,ADIPOR2,22,18.64,-0.2391016637577417,1,5,7.5,+ sites
chr12,2929251,2930958,+,4,5,ITFG2,2.85,4.11,0.528176474629579,0.32192809488736235,2,9,+ sites
chr12,2931959,2933418,+,3,2,ITFG2,2.85,4.11,0.528176474629579,-0.5849625007211563,1,2.5,- sites
chr12,2983142,2983691,-,1,2,FOXM1,19.23,12.85,-0.581590403258657,1,1,1.5,- sites
chr12,3018694,3031568,+,2,2,C12orf32,8.51,8.56,0.008451664715184442,0,1,2,- sites
chr12,6686950,6687303,-,1,2,CHD4,56.01,57.15,0.02906907015448242,1,3,4.5,- sites
chr12,6690209,6690980,-,1,2,CHD4,56.01,57.15,0.02906907015448242,1,1,1.5,- sites
chr12,6696549,6697588,-,2,4,CHD4,56.01,57.15,0.02906907015448242,1,6,18,++ sites
chr12,6701081,6701732,-,1,2,CHD4,56.01,57.15,0.02906907015448242,1,9,13.5,++ sites
chr12,6978421,6978554,+,1,2,TPI1,79.44,66.01,-0.26718102479567307,1,1,1.5,- sites
chr12,11126253,11199787,-,1,3,PRH1-PRR4,1.43,3.45,1.2705812148871423,1.584962500721156,1,2,- sites
chr12,11126253,11199787,-,1,3,TAS2R43,1.43,3.45,1.2705812148871423,1.584962500721156,38,76,+++ sites
chr12,12277498,12300490,-,1,2,LRP6,17.5,17.34,-0.013251023497856118,1,6,9,+ sites
chr12,12300299,12318229,-,1,3,LRP6,17.5,17.34,-0.013251023497856118,1.584962500721156,15,30,+++ sites
chr12,12311762,12315353,-,1,3,LRP6,17.5,17.34,-0.013251023497856118,1.584962500721156,4,8,+ sites
chr12,12311762,12318229,-,1,2,LRP6,17.5,17.34,-0.013251023497856118,1,9,13.5,++ sites
chr12,12315126,12318229,-,1,2,LRP6,17.5,17.34,-0.013251023497856118,1,5,7.5,+ sites
chr12,12653452,12674397,-,2,2,DUSP16,16.51,12.34,-0.41999772576384037,0,18,36,+++ sites
chr12,12672795,12674397,-,3,7,DUSP16,16.51,12.34,-0.41999772576384037,1.222392421336448,15,75,+++ sites
chr12,12788710,12788908,+,1,7,CREBL2,13.59,11.59,-0.2296648897609196,2.807354922057604,2,8,+ sites
chr12,14576842,14591201,+,1,3,ATF7IP,34.93,35.18,0.010288840077096252,1.584962500721156,5,10,+ sites
chr12,14576842,14599987,+,1,2,ATF7IP,34.93,35.18,0.010288840077096252,1,5,7.5,+ sites
chr12,14599921,14619524,+,1,3,ATF7IP,34.93,35.18,0.010288840077096252,1.584962500721156,5,10,+ sites
chr12,14609494,14610229,+,2,3,ATF7IP,34.93,35.18,0.010288840077096252,0.5849625007211562,2,5,+ sites
chr12,14609494,14619524,+,1,3,ATF7IP,34.93,35.18,0.010288840077096252,1.584962500721156,5,10,+ sites
chr12,19615443,19626289,+,6,9,AEBP2,12.97,8.12,-0.6756268470665233,0.5849625007211562,1,7.5,+ sites
chr12,19615443,19653155,+,1,3,AEBP2,12.97,8.12,-0.6756268470665233,1.584962500721156,5,10,+ sites
chr12,19615443,19667718,+,1,2,AEBP2,12.97,8.12,-0.6756268470665233,1,5,7.5,+ sites
chr12,19626181,19653155,+,7,6,AEBP2,12.97,8.12,-0.6756268470665233,-0.22239242133644802,5,32.5,+++ sites
chr12,22622642,22671071,-,1,2,KIAA0528,0,0,0,1,7,10.5,+ sites
chr12,22635490,22659753,-,1,4,KIAA0528,0,0,0,2,7,17.5,++ sites
chr12,22637630,22659753,-,1,18,KIAA0528,0,0,0,4.169925001442312,5,47.5,+++ sites
chr12,22796696,22826594,+,1,12,ETNK1,13.51,29.15,1.1094682087621741,3.584962500721156,4,26,+++ sites
chr12,22811947,22826594,+,1,2,ETNK1,13.51,29.15,1.1094682087621741,1,2,3,- sites
chr12,23757320,24048958,-,1,3,SOX5,0.18,11.13,5.950312875899647,1.584962500721156,8,16,++ sites
chr12,23793745,24048958,-,1,2,SOX5,0.18,11.13,5.950312875899647,1,8,12,++ sites
chr12,23887617,23999127,-,1,2,SOX5,0.18,11.13,5.950312875899647,1,8,12,++ sites
chr12,23887617,24048958,-,1,3,SOX5,0.18,11.13,5.950312875899647,1.584962500721156,8,16,++ sites
chr12,23908571,23999127,-,1,2,SOX5,0.18,11.13,5.950312875899647,1,8,12,++ sites
chr12,23998916,24048958,-,1,5,SOX5,0.18,11.13,5.950312875899647,2.321928094887362,8,24,++ sites
chr12,23998916,24366351,-,1,2,SOX5,0.18,11.13,5.950312875899647,1,8,12,++ sites
chr12,24989444,24995158,-,1,2,BCAT1,94.75,29.92,-1.6630157680581796,1,4,6,+ sites
chr12,26628228,26755639,-,2,2,ITPR2,15.93,0.53,-4.909610096962111,0,4,8,+ sites
chr12,27135705,27152609,-,1,2,TM7SF3,29.74,15.9,-0.9033778818807007,1,9,13.5,++ sites
chr12,27143382,27152609,-,1,6,TM7SF3,29.74,15.9,-0.9033778818807007,2.584962500721156,9,31.5,+++ sites
chr12,27143382,27156323,-,1,5,TM7SF3,29.74,15.9,-0.9033778818807007,2.321928094887362,9,27,+++ sites
chr12,27149674,27152609,-,1,14,TM7SF3,29.74,15.9,-0.9033778818807007,3.807354922057604,5,37.5,+++ sites
chr12,27829360,27844861,+,1,2,PPFIBP1,8.42,7.18,-0.22983638924334482,1,7,10.5,+ sites
chr12,27867712,27877119,+,3,18,MRPS35,41.92,21.09,-0.9910796217437589,2.584962500721156,35,367.5,+++ sites
chr12,30822116,30837391,-,1,2,IPO8,21.05,14.69,-0.5189858373974787,1,4,6,+ sites
chr12,30826923,30827687,-,1,2,IPO8,21.05,14.69,-0.5189858373974787,1,2,3,- sites
chr12,30826923,30837391,-,1,2,IPO8,21.05,14.69,-0.5189858373974787,1,2,3,- sites
chr12,31542257,31562318,-,1,2,DENND5B,5.35,16.43,1.618721683661565,1,1,1.5,- sites
chr12,31542257,31595859,-,1,2,DENND5B,5.35,16.43,1.618721683661565,1,4,6,+ sites
chr12,31545200,31545630,-,1,6,DENND5B,5.35,16.43,1.618721683661565,2.584962500721156,1,3.5,- sites
chr12,31545200,31551296,-,1,2,DENND5B,5.35,16.43,1.618721683661565,1,1,1.5,- sites
chr12,31562196,31600703,-,1,2,DENND5B,5.35,16.43,1.618721683661565,1,19,28.5,+++ sites
chr12,31586088,31595859,-,1,3,DENND5B,5.35,16.43,1.618721683661565,1.584962500721156,3,6,+ sites
chr12,31586088,31600703,-,1,3,DENND5B,5.35,16.43,1.618721683661565,1.584962500721156,19,38,+++ sites
chr12,31595708,31600703,-,2,14,DENND5B,5.35,16.43,1.618721683661565,2.807354922057604,19,152,+++ sites
chr12,31595708,31613315,-,1,2,DENND5B,5.35,16.43,1.618721683661565,1,20,30,+++ sites
chr12,31595708,31648853,-,1,3,DENND5B,5.35,16.43,1.618721683661565,1.584962500721156,28,56,+++ sites
chr12,31600471,31605410,-,1,2,DENND5B,5.35,16.43,1.618721683661565,1,17,25.5,+++ sites
chr12,31600471,31613315,-,1,4,DENND5B,5.35,16.43,1.618721683661565,2,17,42.5,+++ sites
chr12,31600471,31633189,-,1,2,DENND5B,5.35,16.43,1.618721683661565,1,25,37.5,+++ sites
chr12,31604873,31648853,-,1,2,DENND5B,5.35,16.43,1.618721683661565,1,9,13.5,++ sites
chr12,31613127,31648853,-,1,2,DENND5B,5.35,16.43,1.618721683661565,1,8,12,++ sites
chr12,31613127,31652605,-,1,2,DENND5B,5.35,16.43,1.618721683661565,1,8,12,++ sites
chr12,31632522,31633189,-,1,2,DENND5B,5.35,16.43,1.618721683661565,1,8,12,++ sites
chr12,31841940,31854941,-,1,3,AMN1,5.16,13.64,1.4024006736009185,1.584962500721156,4,8,+ sites
chr12,31850294,31862359,-,1,2,AMN1,5.16,13.64,1.4024006736009185,1,4,6,+ sites
chr12,32133811,32140256,+,1,3,C12orf35,0,0,0,1.584962500721156,16,32,+++ sites
chr12,32729199,32764217,+,1,4,FGD4,10.16,10.55,0.05434259682238184,2,8,20,++ sites
chr12,32734893,32764217,+,1,4,FGD4,10.16,10.55,0.05434259682238184,2,7,17.5,++ sites
chr12,32734893,32778002,+,1,2,FGD4,10.16,10.55,0.05434259682238184,1,7,10.5,+ sites
chr12,32751430,32764217,+,7,26,FGD4,10.16,10.55,0.05434259682238184,1.893084796083488,7,115.5,+++ sites
chr12,32751430,32772804,+,1,2,FGD4,10.16,10.55,0.05434259682238184,1,7,10.5,+ sites
chr12,32751430,32778713,+,1,4,FGD4,10.16,10.55,0.05434259682238184,2,7,17.5,++ sites
chr12,32760890,32764217,+,3,10,FGD4,10.16,10.55,0.05434259682238184,1.7369655941662063,7,45.5,+++ sites
chr12,32854348,32866305,+,1,2,DNM1L,38.23,39.45,0.045320100066172424,1,5,7.5,+ sites
chr12,32861086,32866305,+,1,3,DNM1L,38.23,39.45,0.045320100066172424,1.584962500721156,5,10,+ sites
chr12,32861086,32871697,+,2,2,DNM1L,38.23,39.45,0.045320100066172424,0,5,10,+ sites
chr12,32861086,32895682,+,1,2,DNM1L,38.23,39.45,0.045320100066172424,1,8,12,++ sites
chr12,32871576,32875567,+,1,2,DNM1L,38.23,39.45,0.045320100066172424,1,1,1.5,- sites
chr12,32871576,32884445,+,1,2,DNM1L,38.23,39.45,0.045320100066172424,1,2,3,- sites
chr12,42745686,42792796,+,3,4,PPHLN1,17.65,13.65,-0.37076723235132764,0.41503749927884376,4,14,++ sites
chr12,42748962,42781337,+,1,3,PPHLN1,17.65,13.65,-0.37076723235132764,1.584962500721156,3,6,+ sites
chr12,42748962,42792796,+,4,6,PPHLN1,17.65,13.65,-0.37076723235132764,0.5849625007211562,3,15,++ sites
chr12,42768664,42792796,+,2,2,PPHLN1,17.65,13.65,-0.37076723235132764,0,3,6,+ sites
chr12,45725077,45744557,+,1,2,ANO6,20.77,8.86,-1.2291226122896293,1,3,4.5,- sites
chr12,46205200,46215270,+,1,2,ARID2,13.67,15.17,0.1502078426409734,1,7,10.5,+ sites
chr12,46230371,46233279,+,2,15,ARID2,13.67,15.17,0.1502078426409734,2.9068905956085187,7,59.5,+++ sites
chr12,46230371,46254732,+,1,15,ARID2,13.67,15.17,0.1502078426409734,3.9068905956085187,53,424,+++ sites
chr12,46240638,46254732,+,1,3,ARID2,13.67,15.17,0.1502078426409734,1.584962500721156,45,90,+++ sites
chr12,46319924,46322642,-,1,5,SCAF11,24.03,23.32,-0.043268859929369914,2.321928094887362,19,57,+++ sites
chr12,46342219,46345510,-,3,5,SCAF11,24.03,23.32,-0.043268859929369914,0.7369655941662062,2,8,+ sites
chr12,46355482,46369517,-,1,2,SCAF11,24.03,23.32,-0.043268859929369914,1,1,1.5,- sites
chr12,46622935,46633676,-,1,2,SLC38A1,92.39,57.28,-0.6897052147627093,1,1,1.5,- sites
chr12,46622935,46637097,-,3,14,SLC38A1,92.39,57.28,-0.6897052147627093,2.222392421336448,3,25.5,+++ sites
chr12,46622935,46648719,-,1,4,SLC38A1,92.39,57.28,-0.6897052147627093,2,43,107.5,+++ sites
chr12,46633461,46637097,-,1,6,SLC38A1,92.39,57.28,-0.6897052147627093,2.584962500721156,3,10.5,+ sites
chr12,48477373,48491907,-,1,2,SENP1,10.92,9.18,-0.2504067975060445,1,5,7.5,+ sites
chr12,49054148,49061572,-,1,2,KANSL2,0,0,0,1,18,27,+++ sites
chr12,49227059,49228280,-,1,2,DDX23,17.1,15.64,-0.12875581246590792,1,6,9,+ sites
chr12,49333437,49334971,-,2,10,ARF3,60.91,40.6,-0.5851993770111371,2.321928094887362,10,60,+++ sites
chr12,49854552,49884514,+,2,2,SPATS2,9.45,14.49,0.6166713604484945,0,28,56,+++ sites
chr12,49854552,49893988,+,1,3,SPATS2,9.45,14.49,0.6166713604484945,1.584962500721156,36,72,+++ sites
chr12,49883247,49893988,+,1,2,SPATS2,9.45,14.49,0.6166713604484945,1,31,46.5,+++ sites
chr12,49888523,49893988,+,1,7,SPATS2,9.45,14.49,0.6166713604484945,2.807354922057604,8,32,+++ sites
chr12,49890615,49893988,+,1,2,SPATS2,9.45,14.49,0.6166713604484945,1,8,12,++ sites
chr12,50384466,50400419,-,1,2,RACGAP1,24.71,32.41,0.3913440099890558,1,12,18,++ sites
chr12,50385780,50386438,-,2,6,RACGAP1,24.71,32.41,0.3913440099890558,1.584962500721156,4,16,++ sites
chr12,50385780,50388292,-,1,2,RACGAP1,24.71,32.41,0.3913440099890558,1,5,7.5,+ sites
chr12,50821544,50822873,+,2,4,LARP4,25.99,14.54,-0.8379293645526062,1,1,3,- sites
chr12,50821544,50824353,+,5,5,LARP4,25.99,14.54,-0.8379293645526062,0,1,5,+ sites
chr12,50821544,50829407,+,2,2,LARP4,25.99,14.54,-0.8379293645526062,0,4,8,+ sites
chr12,50821544,50835426,+,1,7,LARP4,25.99,14.54,-0.8379293645526062,2.807354922057604,7,28,+++ sites
chr12,50821544,50867950,+,1,2,LARP4,25.99,14.54,-0.8379293645526062,1,31,46.5,+++ sites
chr12,50829270,50831621,+,2,2,LARP4,25.99,14.54,-0.8379293645526062,0,3,6,+ sites
chr12,50848096,50855130,+,4,4,LARP4,25.99,14.54,-0.8379293645526062,0,8,32,+++ sites
chr12,50854917,50856413,+,1,2,LARP4,25.99,14.54,-0.8379293645526062,1,1,1.5,- sites
chr12,51064968,51077031,+,1,2,DIP2B,10.34,17.77,0.7812074957137435,1,14,21,++ sites
chr12,51079615,51090958,+,1,2,DIP2B,10.34,17.77,0.7812074957137435,1,10,15,++ sites
chr12,51089049,51090958,+,1,2,DIP2B,10.34,17.77,0.7812074957137435,1,10,15,++ sites
chr12,51500307,51512555,-,1,2,TFCP2,17.22,15.97,-0.10872082998561113,1,22,33,+++ sites
chr12,52380601,52385777,+,1,2,ACVR1B,4.29,14.22,1.72887191211987,1,3,4.5,- sites
chr12,53410256,53416411,+,2,2,EIF4B,228.9,116.74,-0.97141848956081,0,5,10,+ sites
chr12,53410256,53421972,+,1,3,EIF4B,228.9,116.74,-0.97141848956081,1.584962500721156,7,14,++ sites
chr12,53421565,53421972,+,2,2,EIF4B,228.9,116.74,-0.97141848956081,0,2,4,- sites
chr12,53427589,53431406,+,1,3,EIF4B,228.9,116.74,-0.97141848956081,1.584962500721156,12,24,++ sites
chr12,53848509,53856351,+,1,2,PCBP2,129.07,117.43,-0.1363526883190327,1,6,9,+ sites
chr12,53848509,53856351,+,1,2,PRR13,129.07,117.43,-0.1363526883190327,1,10,15,++ sites
chr12,56525532,56532797,+,1,2,ESYT1,15.49,7.53,-1.0406153741176403,1,12,18,++ sites
chr12,56537011,56537117,+,1,3,ESYT1,15.49,7.53,-1.0406153741176403,1.584962500721156,1,2,- sites
chr12,56679699,56692475,-,1,2,CS,76.46,59.92,-0.3516675763758974,1,2,3,- sites
chr12,56742312,56743420,-,1,2,STAT2,4.43,7.8,0.8161674251945924,1,1,1.5,- sites
chr12,56823888,56826308,-,1,2,TIMELESS,14.2,17.84,0.32922468552826045,1,5,7.5,+ sites
chr12,56824664,56826308,-,5,2,TIMELESS,14.2,17.84,0.32922468552826045,-1.3219280948873622,2,7,+ sites
chr12,57132217,57139965,-,1,2,PRIM1,50.07,24.34,-1.0406172873700266,1,1,1.5,- sites
chr12,57133077,57140816,-,1,3,PRIM1,50.07,24.34,-1.0406172873700266,1.584962500721156,1,2,- sites
chr12,57456901,57466695,-,1,2,TMEM194A,21.47,17.9,-0.2623626037071545,1,5,7.5,+ sites
chr12,57570823,57571374,+,1,2,LRP1,1.32,2.89,1.1305315631422255,1,1,1.5,- sites
chr12,57674140,57704246,-,1,2,R3HDM2,6.82,11.75,0.7848171124281896,1,5,7.5,+ sites
chr12,57682791,57690334,-,1,2,R3HDM2,6.82,11.75,0.7848171124281896,1,2,3,- sites
chr12,57891939,57892406,+,1,2,MARS,63.71,27.61,-1.2063289495181322,1,1,1.5,- sites
chr12,57927735,57928235,-,1,2,DCTN2,30.97,48.32,0.6417490716504158,1,4,6,+ sites
chr12,62877949,62895478,+,1,2,MON2,6.29,11,0.8063716015327327,1,16,24,++ sites
chr12,62936876,62946954,+,1,3,MON2,6.29,11,0.8063716015327327,1.584962500721156,3,6,+ sites
chr12,64474065,64509673,+,1,2,SRGAP1,2.02,10.63,2.39571439877931,1,1,1.5,- sites
chr12,64803741,64838911,+,1,2,XPOT,121.89,40.51,-1.5892297802658075,1,46,69,+++ sites
chr12,65139438,65141698,-,1,2,GNS,15.78,18,0.1898997012035785,1,1,1.5,- sites
chr12,65604705,65612399,+,1,13,LEMD3,14.97,12.31,-0.2822434595739594,3.700439718141092,1,7,+ sites
chr12,65702308,65722383,+,1,2,MSRB3,0.87,1.32,0.6014506235097252,1,1,1.5,- sites
chr12,66539620,66547228,-,1,3,TMBIM4,34.43,18.65,-0.8844905504273155,1.584962500721156,5,10,+ sites
chr12,69047891,69050997,+,1,3,RAP1B,80.84,54.72,-0.5630010914938375,1.584962500721156,6,12,++ sites
chr12,69084410,69125499,+,1,2,NUP107,60.41,31.55,-0.9371473813666477,1,6,9,+ sites
chr12,69090598,69094633,+,1,2,NUP107,60.41,31.55,-0.9371473813666477,1,1,1.5,- sites
chr12,69103017,69109520,+,1,2,NUP107,60.41,31.55,-0.9371473813666477,1,1,1.5,- sites
chr12,69127231,69129124,+,1,3,NUP107,60.41,31.55,-0.9371473813666477,1.584962500721156,1,2,- sites
chr12,69644908,69653977,+,1,4,CPSF6,42.43,64.56,0.6055558999870443,2,10,25,++ sites
chr12,69644908,69656342,+,8,100,CPSF6,42.43,64.56,0.6055558999870443,3.643856189774725,10,540,+++ sites
chr12,69653823,69653977,+,1,2,CPSF6,42.43,64.56,0.6055558999870443,1,1,1.5,- sites
chr12,69924644,69956054,+,1,2,FRS2,7.97,10.99,0.4635397569587594,1,2,3,- sites
chr12,69983264,69985939,+,3,14,CCT2,185.21,103.11,-0.8449777382513723,2.222392421336448,4,34,+++ sites
chr12,69983264,69987393,+,2,15,CCT2,185.21,103.11,-0.8449777382513723,2.9068905956085187,13,110.5,+++ sites
chr12,70149163,70150443,+,1,2,RAB3IP,5.65,6.26,0.14791178963006815,1,22,33,+++ sites
chr12,70671911,70704797,+,3,8,CNOT2,28.5,21.18,-0.42825932994712984,1.4150374992788437,2,11,+ sites
chr12,70671911,70713144,+,1,3,CNOT2,28.5,21.18,-0.42825932994712984,1.584962500721156,2,4,- sites
chr12,70704674,70729343,+,1,2,CNOT2,28.5,21.18,-0.42825932994712984,1,5,7.5,+ sites
chr12,70729217,70732602,+,1,3,CNOT2,28.5,21.18,-0.42825932994712984,1.584962500721156,2,4,- sites
chr12,76449812,76468019,-,1,2,"NAP1L1",295.46,110.46,-1.419438795993677,1,6,9,+ sites
chr12,76765227,76784437,-,1,2,OSBPL8,25.09,33.75,0.4277750314163831,1,15,22.5,++ sites
chr12,77191213,77216311,+,1,4,ZDHHC17,12.59,33.68,1.4196138553473794,2,4,10,+ sites
chr12,77236698,77243250,+,1,2,ZDHHC17,12.59,33.68,1.4196138553473794,1,16,24,++ sites
chr12,77242012,77243250,+,1,2,ZDHHC17,12.59,33.68,1.4196138553473794,1,16,24,++ sites
